Weights,,,,,,,,,,,,,,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_LOCPCACMI.csv,GRN_BC3NET.csv,GRN_PLSNET.csv,GRN_GRNVBEM.csv,GRN_CMI2NI.csv,GRN_CLR.csv,GRN_INFERELATOR.csv,GRN_GRNBOOST2.csv,GRN_PCACMI.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_MEOMI.csv,GRN_NONLINEARODES.csv,GRN_GENIE3_ET.csv,GRN_JUMP3.csv,GRN_NARROMI.csv,GRN_GENIE3_RF.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_TIGRESS.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0243407512981482,0.0204458862300636,0.0374729552236467,0.048992803359466,0.257753652667022,0.0396640758672509,0.0462843763578525,0.0107078357957899,0.0080881280818923,0.0284083922069061,0.0175541853863778,0.0193690368191287,0.0262811543354803,0.0685592623784835,0.0498069310105662,0.0378665317734166,0.0039529512110774,0.0205257152205865,0.0215292886664048,0.0391394120425737,0.0376224464783542,0.0114624242336709,0.0609501494456036,0.0320657394854633,0.0008394779510777,0.0302870188552705,0.5493295788764954,0.7309722331658879,-19.0,0.4758506556389813,0.6469594594594594,0.3047418518185033,1.0,1.0,1.0
0.0499237365051415,0.0028805927830196,0.0400424058691172,0.0485455515191906,0.2547283397030548,0.0324998886894007,0.0361730686479146,0.013893461738659,0.0126622089738465,0.045258624223855,0.0265812798514553,0.0180754652118787,0.0347448264836869,0.0566898304612437,0.0379265607172422,0.0364869386151001,0.0052415395924705,0.0271200708833112,0.0218675947924424,0.0408377721275395,0.0359717479465455,0.0130554597874591,0.0326897832620893,0.0288860569212523,0.0056870838341412,0.041532921958804,0.5567168295383453,0.6169356749722109,-19.0,0.4751239416593964,0.6469594594594594,0.3032884238593333,0.9865138023754104,1.0,0.9932569011877053
0.0197816133113449,0.0158769522716387,0.0390421547509839,0.046799246354975,0.2754331197326896,0.037005284617443,0.0460724416154726,0.0106547518422446,0.0075182269442354,0.0272657609625052,0.0173907060105055,0.018113228751545,0.0231036753518636,0.0714928816125015,0.0489716562085315,0.0349766941230337,0.0039127928680108,0.0197365831150562,0.0213026806509352,0.0367853560750847,0.0411271638735066,0.011016143115407,0.065932646670368,0.0293971988024879,0.0007136790637105,0.0305521183630128,0.5502642393112183,0.6904274747632675,-19.0,0.4750303858414586,0.6461148648648649,0.3039459068180524,0.9926145141858185,0.9935483870967747,0.9930814506412966
0.0772185209238138,0.0441436872310488,0.0289388675949975,0.0506805729500892,0.2361547184954525,0.0501387927976316,0.0488497232059914,0.006467802676915,0.0113209105896246,0.009933923396473,0.0098831033415006,0.026045213303425,0.0358124587022724,0.0608797164565202,0.0564336332557908,0.0443687436010346,0.0036553948409469,0.0099081026487997,0.0234546735799227,0.0422027843203888,0.0119082134052222,0.0036612208361896,0.0589513076524645,0.0399416289488297,0.0008485395336752,0.0080799715067248,0.5239377319812775,1.1951778563336817,-19.0,0.4749094687230556,0.6452702702702702,0.304548667175841,0.9982074610216891,0.9870967741935479,0.9926521176076185
0.042584964695426,0.0048688679211306,0.04089739161537,0.049868864195695,0.2613465864257751,0.0313511755852553,0.0373093675753497,0.0137990575530663,0.0125447225011995,0.042246856743117,0.0249413017837253,0.0194621135492452,0.0344147169621697,0.057087724328888,0.0385782174335272,0.0373969653929849,0.0055684473102514,0.025390238755944,0.0203146842599392,0.0429243631999454,0.0342244243992307,0.0120006642708851,0.0340901011826271,0.0296857990365519,0.0064013281157041,0.0407044334641135,0.5559847056865692,0.6232637604120594,-19.0,0.4749710715886044,0.6461148648648648,0.3038272783123439,0.9915137733738638,0.993548387096774,0.9925310802353189
0.077235457397137,0.0468263928015894,0.0281478988163376,0.0502285084372573,0.2252197328714105,0.0533861104651357,0.0498048529015176,0.0069869168977375,0.0113065357201313,0.009934340787733,0.0081419661948234,0.0271126832795325,0.0347041324742857,0.0590456754526643,0.0632582313200348,0.0453450500281459,0.0034585921093255,0.0089837169403356,0.0224156719315861,0.0432646325828476,0.0109957665223843,0.0023779510753078,0.0605645690129112,0.0425212570761236,0.0003071618306908,0.0083094376548375,0.5218033492565155,1.326400336350029,-19.0,0.4745752282692303,0.6444256756756757,0.304724780862785,0.9998416004859374,0.9806451612903226,0.99024338088813
0.0778599017024053,0.0450921152978812,0.0278493858560845,0.050962770732857,0.2269627280004592,0.053539431910789,0.0481972043756508,0.0069196317221584,0.0106261543186919,0.009368051338344,0.0089929647905639,0.0272188774009555,0.0351821447398736,0.0615017612092348,0.0620026191224804,0.0446837157599887,0.0035457665989397,0.0095817030997584,0.0232827801318654,0.0423906097560889,0.0112483894401148,0.0037683062037171,0.0598659095778444,0.0403135346941868,0.0002477396687076,0.0086767441044281,0.5227971971035004,1.2273558602601735,-19.0,0.474422571962048,0.6444256756756757,0.3044194682484205,0.99700863843328,0.9806451612903226,0.9888268998618013
0.0445279483869828,0.006796043814395,0.0401474641416758,0.0499407136883711,0.2585072802228322,0.0323221516456805,0.03716701361731,0.013721597234316,0.0124721956874992,0.0413926905180881,0.0244951339864885,0.0199469590320378,0.034634015249574,0.0568142312903356,0.0398145467839955,0.0373881986071979,0.0055309763361981,0.0248606920092374,0.0203833403984497,0.0434372048452687,0.0333461926974124,0.0117011866089556,0.0344393617603094,0.0298908274732938,0.0064659107097097,0.039856051976831,0.5553732812404633,0.6412420788880449,-19.0,0.4743091073435764,0.6452702702702702,0.3033479444168827,0.987066087059885,0.9870967741935479,0.9870814306267164
0.0778146790958276,0.0433292727697792,0.0285554896543007,0.0509477631923488,0.2373642663377029,0.0496863525351917,0.0486687795285455,0.0065209695149604,0.0113330808980889,0.0100253782296036,0.0100781170782569,0.0255763973686739,0.0359964226971612,0.0608091990008515,0.0565222660070853,0.044404089247913,0.0037330863492118,0.0099127372821164,0.0235836762798592,0.0423358069257674,0.0118745581973871,0.0036182876712005,0.0588555618606251,0.0399055680663124,0.0002121512403502,0.0082178065789836,0.5241931080818176,1.1837800354782422,-19.0,0.4741782625620722,0.6444256756756757,0.3039308494484688,0.9924747985152692,0.9806451612903226,0.986559979902796
0.0250104265928279,0.0172119776533585,0.0366902572917553,0.0483429099006714,0.2712885781933415,0.0404646382218119,0.045403387670321,0.0108009689645063,0.0073669249994832,0.0256399387177128,0.0160971215988537,0.018854470629171,0.0230571203437057,0.0707621916448927,0.0543076918439155,0.0353866162075709,0.0035562887102592,0.0184740371797974,0.0213933675122375,0.037004969974388,0.0386511148948337,0.0102286074352054,0.0645707894075843,0.0300169199722485,0.0001327812283207,0.0292521695240539,0.549371987581253,0.7031288645735241,-19.0,0.4741937534515031,0.6452702702702703,0.3031172366327359,0.9849253749930057,0.9870967741935487,0.9860110745932772
