Weights,,,,,,,,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_BC3NET.csv,GRN_PLSNET.csv,GRN_CLR.csv,GRN_INFERELATOR.csv,GRN_GRNBOOST2.csv,GRN_PCACMI.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_MEOMI.csv,GRN_GENIE3_ET.csv,GRN_NARROMI.csv,GRN_GENIE3_RF.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0809715164528505,0.0053970954540218,0.0058526720097892,0.0375375015268111,0.059619055461544,0.01360470319863,0.0459793475568616,0.6217344147056372,0.0105001203655218,0.0135026811676143,0.0064847730151767,0.0155762674514981,0.0168524425811767,0.0063893730814155,0.000587810383451,0.0380258960074731,0.007366795623603,0.0044955859198557,0.0004549763205646,0.0089914286561351,0.6621542870998383,215.30245260828204,-6440.0,0.416602530948775,0.730726359389612,0.102478702507938,0.9761959305923854,0.9244668995309883,0.9503314150616868
0.0798565556543078,0.0061686188503392,0.0055846506695578,0.0354838166864059,0.0602173673788902,0.0252786111121847,0.0434755186759238,0.6113810890248569,0.0111626592689473,0.0120195384507858,0.0060206913512896,0.01579904854222,0.0169125458608662,0.0050822223290348,0.0006900523413743,0.039393906518014,0.0095654853862,0.0036850197874144,0.0005610077056708,0.0115850654055663,0.6637830138206482,217.29235219382863,-6463.0,0.4160138910875269,0.731418825898349,0.100608956276705,0.9194837580559263,0.9330831420144188,0.9262834500351725
0.0930247240618672,0.0074467349537515,0.0033780637015028,0.0386643083456956,0.054158833376617,0.0433590980664116,0.0459597933532816,0.5602655994802719,0.0147952507305684,0.0081112400933136,0.0057913362495295,0.0160788761379257,0.0131335511653661,0.0053358227041551,0.0002627645756664,0.0485402011725573,0.0187357864631887,0.0033363243660983,9.717172185824036e-05,0.0194467208742599,0.6673133075237274,180.22329386868893,-6210.0,0.4172480728781677,0.735832002308053,0.0986641434482824,0.8604947044430792,0.9879955422365175,0.9242451233397984
0.0915269378842986,0.0082741499486128,0.0037534041127809,0.0380417763555237,0.0532868248558415,0.0426609755144702,0.0452197971436431,0.5512447926019776,0.014557033178607,0.0090124889925707,0.0056980902499131,0.0178654179310286,0.0145928346281846,0.0059286918935057,0.0002585338170874,0.053933556858397,0.0208175405146541,0.0037070270734426,9.560716508779494e-05,0.0194467208742599,0.6676052510738373,183.1713140517508,-6242.0,0.4168212749118268,0.735209542011259,0.0984330078123947,0.8534840182639483,0.9802503750900694,0.9168671966770088
0.1006206336349496,0.0045268301941838,0.0019704550920003,0.0403089600063764,0.0552619027421983,0.055059341504246,0.034173565632437,0.5769032843088311,0.0112951514945015,0.0061996764884561,0.0054014137027583,0.0154828930070067,0.014333753646966,0.0032478376419277,0.000118867931296,0.0413712403128902,0.0093339920061149,0.0038896132537363,8.204550318056361e-06,0.0204139752919119,0.6677265465259552,174.94934244284042,-5892.0,0.4167479457948995,0.735199794310862,0.0982960972789371,0.8493313190014468,0.9801290861190991,0.9147302025602729
0.0546753108773495,0.0069322329591033,0.0066492968689532,0.0321705884195236,0.0574983206784337,0.0022122750863201,0.0483136664839142,0.6708170267701197,0.0064574615246197,0.0129385738597513,0.0057431740080862,0.0125341146254985,0.0169902461701328,0.0008422219463801,0.0013153135473304,0.0327330392880113,0.004360513752092,0.0036613172435537,0.0013165864256538,0.021763929002581,0.6607331335544586,252.8147810071018,-6762.0,0.4136465370052979,0.724817860420273,0.102475213590323,0.9760901065535706,0.8509484561252879,0.9135192813394293
0.0357371381169767,0.0040872567905431,0.0058815843835194,0.0335647543509306,0.0663035447181282,0.0015191210197289,0.0490011008266521,0.7128445965567155,0.0028993170733467,0.0114845940451947,0.00545053352686,0.0100024474004911,0.0190594408395026,0.0005212187790259,0.0007108851567697,0.0133415679524849,0.0033115764059249,0.005060333567333,0.0013464139990656,0.0177980868009803,0.6609358489513397,241.5461139387126,-6495.0,0.4139122830565525,0.725808581242462,0.102015984870643,0.9621610193067873,0.8632758260842097,0.9127184226954985
0.0717369131180094,0.0080571944105131,0.0067454347904274,0.037150039109689,0.0564814121118264,0.0217459522242415,0.0483490548783588,0.5684014970471436,0.0133422535364684,0.0133309855420636,0.0062513569658565,0.0175135878073531,0.0154442484961315,0.0119103552931211,0.0006527253558039,0.047459116855033,0.0405684088570045,0.0039335521535487,0.000468228628398,0.0103812218275873,0.6662492752075195,212.93838036151016,-6667.0,0.4154860817747061,0.731772021795858,0.0992001417535542,0.8767523269268419,0.9374778982353966,0.9071151125811192
0.0574583912058667,0.0063358731839217,0.0048946751415662,0.0334800678727229,0.058140906428279,0.0086129709150297,0.0461507621484567,0.6668703936649958,0.0065583277771265,0.0119361083711518,0.0056825012541675,0.0126903829909287,0.016992814703234,0.0008743467378897,0.0011153231565146,0.031742510493208,0.0041668203124905,0.0037379130671265,0.001057149461059,0.0214266529863359,0.6612620651721954,239.57421493348647,-6642.0,0.4137620589461075,0.72592719936288,0.101596918529335,0.9494501164818571,0.8647517710946255,0.9071009437882414
0.0949355943828526,0.0101338237408657,0.010448629842723,0.029942239563039,0.0497654606647488,0.0002429975365537,0.0467988453625376,0.5832585244475486,0.0127152758043299,0.0157625474164726,0.005779117106667,0.0148843904818122,0.0142206775131699,0.0059466731467214,0.0012322376570044,0.0503032811252842,0.0318642889233516,0.0026446169343443,0.0019504593935545,0.0170953339614995,0.6637087166309357,261.81033569681824,-7046.0,0.4132977312049545,0.724589612318764,0.102005850091145,0.9618536164336547,0.848108403986779,0.9049810102102169
