Weights,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_BC3NET.csv,GRN_CLR.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_NARROMI.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0464300610938198,0.3876233391060062,0.0881305433017449,0.0096163082558864,0.0085763073719384,0.0223939699698637,0.0868904092850907,0.0080907391590605,0.1526212537224281,0.1191145930585173,0.0163916042392437,0.0227026327147419,0.0314552499557613,0.7442042529582977,9017.423969227271,-302815.0,0.583582723568437,0.904159533438897,0.263005913697977,1.0,0.9495529257484805,0.9747764628742402
0.0954769313925121,0.2800282027354763,0.0876457637956077,0.0156434757188926,0.0579406779573508,0.0373224299599992,0.0793567985448965,0.0060869407727942,0.1351724923291848,0.120039189508476,0.0262156699043522,0.0171458153348682,0.0419697628975561,0.7452090084552765,8951.584215971257,-302771.0,0.580615389642299,0.904278071689868,0.25695270759473,0.9746886531940313,0.9516698893689418,0.9631792712814866
0.1242454190940257,0.2848825608318704,0.0735215071180577,0.0243892038456621,0.0650290035452486,0.0477565517509085,0.0707526578800714,0.0012014399828602,0.0905126376067829,0.1003541278809499,0.0452884815116281,0.0228459336173525,0.049268725643109,0.739621639251709,8860.441511741377,-302761.0,0.581418431834731,0.903572098369825,0.259264765299637,0.984356471108396,0.9390619773801502,0.9617092242442731
0.0928874739396656,0.2928549728421162,0.0794713083306738,0.0279459266243464,0.0443307940405924,0.0433629526006114,0.0679411379861111,0.0059754704855626,0.1053465122605768,0.0977799674481209,0.0386808178651936,0.0598999692614371,0.0435633733114847,0.7336970269680023,9109.145724034488,-302755.0,0.5751466479070505,0.903171228430472,0.247122067383629,0.9335820496084691,0.9319028783450667,0.9327424639767679
0.1171971897607283,0.1514831748599121,0.1167593421599371,0.0964080726826496,0.0084124472842584,0.0502783534620322,0.107223594899502,0.0013693378286555,0.1080951730020298,0.0656083004824427,0.1094703086673078,0.0015181435852296,0.0662377746778935,0.7488771080970764,8116.414895910029,-302748.0,0.5750972393292175,0.90180742460953,0.248387054048905,0.9388715632387009,0.9075468325055888,0.9232091978721448
0.0453198789100772,0.2759654679855786,0.0971782421755384,0.0372960644494775,0.022765929009353,0.0309091435985436,0.1259416998307334,0.0048941285072622,0.1358693933313596,0.0945053614904856,0.0843103062742133,0.0019094380624861,0.0431862336365526,0.7459470927715302,8664.864786841346,-302775.0,0.5679414425021965,0.902946573512105,0.232936311492288,0.8742646265856612,0.9278907870121426,0.9010777067989019
0.0974371791037689,0.1525544689628508,0.1166299926628403,0.1049606594532923,0.0051875421298218,0.0546437383600824,0.1053384560010007,0.0012282847812348,0.1107242543547565,0.0689314551986439,0.111099268846401,0.0013734324817495,0.0699521219818433,0.7492498457431793,8041.97710198815,-302743.0,0.5701603999736841,0.90156080931305,0.238759990634318,0.8986162115038647,0.9031425528184757,0.9008793821611703
0.0332308885920075,0.3561116375424097,0.0752915653100198,0.0075723925473002,0.0096858884454167,0.0213961599749272,0.1402754398954568,0.0072379276699755,0.1190070545301139,0.0871062725099495,0.0826111543897422,0.0373337452466334,0.0231827931273869,0.742784857749939,9060.72690103963,-302805.0,0.5655736866112905,0.904092423627736,0.227054949594845,0.8496718425075284,0.9483544178606037,0.899013130184066
0.0196425582737378,0.342622344513903,0.0974937591105547,0.0221294638483647,0.0012785473955193,0.0162901040440766,0.1348359848536892,0.0062035480026782,0.1468835758684752,0.0969000829975942,0.0807861678919879,0.0024245579334426,0.0325576726481378,0.7460521757602692,8750.643898105252,-302801.0,0.5667868229106615,0.902925189530344,0.230648456290979,0.8646980109022617,0.927508892466896,0.8961034516845789
0.047192354328941,0.2609938228568572,0.0961552886744491,0.0637037939920739,0.0290169658344828,0.0357144283972313,0.1142029570865814,0.0042164854526162,0.1235683987090778,0.0913062989910865,0.0888249893184717,0.0014807979896978,0.0436770806162431,0.7440791726112366,8585.421093029194,-302753.0,0.565711163375616,0.902648320690864,0.228774006060368,0.8568600389171226,0.9225643175637115,0.889712178240417
0.2013166111635546,0.001520152552238,0.0755112780350488,0.0870106415061594,0.136497897694108,0.0788476355414125,0.0810338579700972,3.867789417998994e-05,0.0866842602713215,0.0902963121341031,0.0859033805851789,1.9391449914464487e-05,0.0753818271121823,0.7371828854084015,2120.39079022784,-292957.0,0.5626212726327571,0.904330216992368,0.220912328273146,0.8239866079525936,0.9526011474857641,0.8882938777191789
0.1663903506248916,0.000315032394364,0.0773680343799342,0.0681425591960654,0.1254118178306796,0.0798939955101169,0.1349793961089584,5.608965597011549e-05,0.0817689726092254,0.077858881833964,0.1099509190497702,2.4749880972596983e-05,0.0779012431448513,0.7378880977630615,2017.221497762704,-293890.0,0.557284489310612,0.906984290506321,0.207584688114903,0.7682573767986285,1.0,0.8841286883993142
0.1818331120197343,0.0006764896896732,0.0813976453272866,0.0818863538847008,0.1297532530601361,0.0854890161764669,0.1018727249506144,2.236826452189973e-05,0.084416859739303,0.080410527936328,0.0907695251881084,2.0082412760399653e-05,0.0815134199975337,0.7363359332084656,1816.3108457859128,-289133.0,0.5606504567925025,0.904822633042023,0.216478280542982,0.8054457359026235,0.96139516000672,0.8834204479546717
0.1572778732840405,0.0711274711461219,0.0879031033829124,0.0823394403639515,0.0620364802958244,0.0610399837215777,0.1491160464281636,0.0007110897724957,0.093775846043565,0.0625133321835622,0.1104452373175419,0.0001468432389782,0.0616287019461344,0.737316906452179,7440.342665071451,-302482.0,0.5646670837042155,0.90168529397233,0.227648873436101,0.852155321851524,0.9053657127929358,0.8787605173222299
0.0296231030179824,0.2703881860081057,0.1000836030238588,0.0460443663619075,0.0183877231291733,0.0352653014783425,0.1234169223129822,0.0045531532208757,0.1380736593228826,0.0976116781570779,0.0877575383395295,0.0017785249670917,0.0470685048408589,0.7465664446353912,8629.368145006445,-302768.0,0.56212620263739,0.902748106685716,0.221504298589064,0.8264619186738,0.9243463863828733,0.8754041525283367
0.1918015449917851,0.002219111668756,0.0792752004577464,0.0840516860229998,0.1359248892554392,0.0806450619896626,0.0838038396657069,3.50740311700326e-05,0.0853619108288491,0.0904887062499088,0.0887495861755027,1.6734542777867627e-05,0.0776883768405316,0.7367660403251648,2170.035523673231,-292843.0,0.5607109728803484,0.903269579085386,0.218152366675311,0.8124458898633011,0.9336593135615128,0.873052601712407
0.1663995155872568,0.0014435233028379,0.0641485058945905,0.0709152552187312,0.1100423407528428,0.0822336433846916,0.1846056125131025,3.590048159140901e-05,0.0742285638485905,0.07363142213782,0.1080362023905,2.392130408786985e-05,0.0643175703319053,0.7381966412067413,2022.373936941276,-294632.0,0.5579927261661075,0.904825830669407,0.211159621662808,0.7832058819867762,0.9614522661373424,0.8723290740620593
0.1415325497865023,0.0964483845604103,0.0872681864490694,0.0958584801681595,0.0741822881790729,0.0737520026146108,0.0996821706636656,0.0009865927689673,0.0908214088194085,0.0728922117996793,0.1021947794562734,0.0002155074424498,0.0642260951960111,0.716622918844223,7728.254228302834,-302537.0,0.5628510682093275,0.901623959426581,0.224078176992074,0.837224534019085,0.9042703448339476,0.8707474394265163
0.1186899756609817,0.1127903607669019,0.0966840012954594,0.0868742840619666,0.0665255127342637,0.0702884920679658,0.1027146904568586,0.0011407276815466,0.1097200352253921,0.0709659977513201,0.0919072548283268,0.0001863477013016,0.0715728535050138,0.7200079262256622,7834.001246239446,-302585.0,0.562943133033753,0.901560818193107,0.224325447874399,0.8382584917186566,0.9031427114065878,0.8707006015626222
