Weights,,,,,,,,,,,,,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_LOCPCACMI.csv,GRN_BC3NET.csv,GRN_PLSNET.csv,GRN_GRNVBEM.csv,GRN_CMI2NI.csv,GRN_CLR.csv,GRN_INFERELATOR.csv,GRN_GRNBOOST2.csv,GRN_PCACMI.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_MEOMI.csv,GRN_NONLINEARODES.csv,GRN_GENIE3_ET.csv,GRN_NARROMI.csv,GRN_GENIE3_RF.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_TIGRESS.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0059942479776812,0.0169941289210065,0.0152771085304161,0.3222523837025238,0.113067320013989,0.0355702904735875,0.0048450903784186,0.0366512272314934,0.0100025698957653,0.0002341614397766,0.0596212215665209,0.000981085275222,0.0049247265619326,0.0054485546402498,0.0336360889992445,0.0161415028468733,0.0117763992451501,0.0025160910774937,0.0964029229517699,0.0130469921328129,0.0081467834567187,0.0294438972546418,0.0016013332864492,0.1539236556961192,0.0015541710543184,0.6526248753070831,71.78277049140893,-1774.0,0.468239263542888,0.7900713090385552,0.1464072180472209,0.9591371781223086,0.9969933402486553,0.9780652591854819
0.0069682390348018,0.0156560220267682,0.0151490156699606,0.3171541199168964,0.1108021012042484,0.0376652683745771,0.0050772521866217,0.0378728868389165,0.0116136893709204,0.0004800215597008,0.0626937720760066,0.0010691283577039,0.0026574973742089,0.0057448139237752,0.0317819144771744,0.0165104497507078,0.0121733446564347,0.0029190486946257,0.0628892993873454,0.0131229577049752,0.0077283246227151,0.0312650138829204,0.0016158233789751,0.1872784416991264,0.0021645721289303,0.6499943733215332,75.25843039052548,-1761.0,0.468129598713026,0.7901881707864328,0.1460710266396193,0.9550672714504592,1.0,0.9775336357252296
0.0076774284433921,0.0149735983795211,0.0157978687851801,0.3148854106364825,0.1085307340226875,0.0385193757720639,0.0052815363658944,0.0337415861191501,0.0118584974354273,0.0014744512100324,0.063792963793009,0.0016406594458505,0.0004068414186766,0.0060629903730227,0.0314571219106433,0.0163094289691957,0.0120998261990261,0.0029002425181174,0.0808065723914284,0.014664248907421,0.0086783522382519,0.0316179208625547,0.0017000102001566,0.1722974307075985,0.0028762868101338,0.6507663130760193,74.95976943694245,-1771.0,0.4680807663425638,0.7897966839310422,0.1463648487540853,0.9586242588004132,0.9899276898329803,0.9742759743166968
0.0082832642420025,0.0146165483024996,0.0158201639556378,0.3131896740701063,0.1059113006156791,0.03821203297011,0.0052969282738263,0.0338184937342804,0.0121063263458179,0.0014126507275541,0.0632966819876778,0.0019476983719602,0.0003022083876684,0.0061781310530183,0.030826484379766,0.0163683397132486,0.0123307878842081,0.0031064447199531,0.0739227220518316,0.0149966340055807,0.0093941072060876,0.0315205537534269,0.0017096167015496,0.1818473602352536,0.0036350752867374,0.6497983038425446,77.35628654879496,-1773.0,0.4679541060771226,0.7897885036086907,0.1461197085455545,0.9556566107651595,0.9897172236503844,0.9726869172077719
0.0008738483970414,0.0158938495578174,0.0138622400446277,0.3211910189362125,0.1234887599319843,0.0385935950465876,0.005039138341986,0.0285448805316701,0.0079060562247322,0.0002352347089598,0.0657246509009314,0.0027373270929817,0.0076337687263766,0.0043901398159172,0.0333237777368666,0.015159419625509,0.0091392869864773,0.0019077210154575,0.1427017561187112,0.0122385607219703,0.0089039506061407,0.0304717218725699,0.0015458457531247,0.1069144386334741,0.0016404680649894,0.6570118069648743,66.09940469529768,-1796.0,0.4682339685484265,0.7889698870648069,0.1474980500320462,0.9723427041188807,0.9686555720921856,0.9704991381055331
0.0078872637607646,0.016026637179241,0.0173742249591666,0.3142114831127409,0.1113048741236615,0.0374348524801774,0.0050850469762398,0.0360168759878562,0.0113793530212858,0.001899888876882,0.0616172088832521,0.0018564206130452,0.0017691339836496,0.0058102906085643,0.0314900232189298,0.0160990363390625,0.0115477476141358,0.0030574311729137,0.0773751377108614,0.0145587900385215,0.0089388681901197,0.0303820887754914,0.0016234254749176,0.1719701768468525,0.0033354268586124,0.6513466238975525,73.4000444135939,-1768.0,0.4676563113452002,0.7899731451703378,0.1453394775200626,0.9462111954914997,0.9944677460575212,0.9703394707745104
0.0077239716082221,0.0149170119003084,0.0159765757188622,0.3132464098911267,0.1085897581159784,0.0380386880161482,0.0051473371132578,0.0355549659043673,0.0118112549236238,0.0011222219878111,0.0632204163838822,0.001731835905504,0.0045741397639686,0.0058962205883909,0.0313943234717914,0.0164085614102869,0.0121325974588622,0.002934499654279,0.071618193184127,0.0139366452835038,0.0082781663848056,0.0314487325271724,0.0016538580790976,0.1800135357386456,0.0026817021562366,0.6503914296627045,75.54447669762797,-1768.0,0.4675204593211634,0.7898936791817808,0.145147239460546,0.943883976700896,0.9924232174266007,0.9681535970637483
0.0160916461285907,0.0127533145934667,0.0236831689963705,0.3034671812148267,0.1119554353256017,0.0328772274369631,0.0041837159401403,0.0293060152093213,0.0116563457443764,0.0104071429007237,0.0488131933941772,0.0021632397924722,0.02031998711664,0.0040772910645606,0.0230382753744161,0.0154988100764839,0.0098842984485599,0.0046129515369409,0.1667121983307089,0.0197736696826517,0.0161028716688337,0.024026496972071,0.0014091723908783,0.0749822178951422,0.0122422899203455,0.663504958152771,62.44630467871632,-1815.0,0.4683144873949037,0.7883370807000487,0.1482918940897587,0.9819529176872204,0.9523745095386316,0.967163713612926
0.0073231989029573,0.0146218890244139,0.014860806976834,0.3113812214971208,0.1051015760268768,0.0387828485075717,0.0054107250386799,0.0332425126773079,0.0119618601903723,0.0005033154763889,0.0644410056558504,0.0015076160889596,0.004122243263752,0.0063193554335092,0.0319003216071983,0.0163981238154751,0.0124461668368921,0.002662260004713,0.0756706547252263,0.0128604140523913,0.0073793239406811,0.0323178554363766,0.0017442448020051,0.1853310752568715,0.0017609132656965,0.6488458812236786,79.47755489653679,-1777.0,0.4676178142852665,0.7895717250663775,0.1456639035041555,0.9501386708740523,0.984139869811635,0.9671392703428436
0.01632222705165,0.0136767741348321,0.021661388494954,0.3018087799609897,0.1039012858069999,0.0338912922131099,0.0040305107206267,0.0354177196384598,0.0126404406795722,0.0091834523534822,0.052591323154015,0.0048198310934153,0.0100771366190578,0.0052940021725116,0.0266866134023031,0.0161987426951751,0.0112943182312748,0.0073276003541287,0.2229715829476944,0.0159727854082771,0.0147294099867613,0.0244501495869592,0.0015536962719602,0.0235816228627538,0.0099479258665288,0.6686976552009583,61.883174023082624,-1834.0,0.468687080868334,0.7875915027485884,0.1497826589880797,1.0,0.9331920203250221,0.9665960101625111
