gnw2000_exp,ARACNE,BC3NET,C3NET,CLR,KBOOST,LEAP,MRNETB,MRNET,NARROMI,PCIT,RSNET,BEST_GENECI,MEDIAN_GENECI
gnw2000_exp,0.698985655990178,0.634243907912411,0.662001125474409,0.815006809661959,0.799709314776736,0.705183872126308,0.820509645653054,0.827044475626261,0.549027657610347,0.5,0.803059424282229,0.875032174652151,0.871065655001314
sim_RegulonDB_Escherichia_coli_mixed_exp,0.573946673291846,0.597533904368699,0.56210477897673,0.963511510539908,0.607206737760184,0.82283431509487,0.959085544058041,0.960860258997071,0.614412942511485,0.5,0.96636776898424,0.975148131244454,0.968120522862064
