D4_10_1,ARACNE,BC3NET,C3NET,CLR,CMI2NI,GENIE3_ET,GENIE3_RF,GRNBOOST2,GRNVBEM,INFERELATOR,JUMP3,KBOOST,LEAP,LOCPCACMI,MEOMI,MRNETB,MRNET,NARROMI,NONLINEARODES,PCACMI,PCIT,PIDC,PLSNET,PUC,RSNET,TIGRESS,BEST_GENECI,MEDIAN_GENECI
D4_10_1,0.3309916720355206,0.46770186034075,0.3539580070354745,0.3483475505954555,0.3441968089156008,0.4529824293915481,0.4500399616493681,0.3122372812063031,0.61369189876427,0.3704588929574449,0.2614071390096456,0.2324318011441773,0.3360278360278144,0.3308504056883586,0.2318918179168696,0.3614031310512349,0.343939536936747,0.2679713822957601,0.2187408173773108,0.2097293120729723,0.3262419523120088,0.2709082215904694,0.1454481217982196,0.2941025048551136,0.3513966979045588,0.3256690763592111,0.4405836849845739,0.4319487138417832
D4_10_2,0.1710165754283653,0.2027977381204774,0.1822875563732913,0.1881214677070924,0.2174503985268011,0.2391801279442564,0.2516599008133285,0.2335780423150415,0.340263870635496,0.2555332565563703,0.5155087420211479,0.2368117386428339,0.24040554829343,0.1930565217592735,0.2389172817008035,0.1838418808477988,0.1875594803163094,0.2028501163760757,0.182718766743174,0.1750214472829871,0.2948158095580698,0.2064562833535365,0.1783141560360462,0.2087569887265913,0.2977852852876355,0.2190524580004652,0.3047418518185033,0.2912690313217578
D4_10_3,0.2771131704727659,0.1936306935130352,0.2624778055613536,0.2693458661063784,0.2491280180725825,0.2481969915365433,0.3653983954281484,0.3363706685352069,0.2534343582850817,0.2433219133316383,0.3688439873732043,0.2532615194027117,0.2988083777859266,0.2093385004010712,0.1781607667873148,0.2936312912697278,0.2743735034025417,0.2217204268938417,0.1574405965313906,0.2473317520574361,0.2083688215647319,0.2396194295734828,0.2983701065394436,0.2290332089190241,0.2506039241183148,0.1673952511527363,0.3435429348341359,0.3068802397518966
D4_10_4,0.3032957771409509,0.2785412258258744,0.2866461331603457,0.2693669584198342,0.342462018071277,0.2748511506801946,0.299590517450636,0.3880826189509487,0.2298801348575494,0.337893254010859,0.2801645027836594,0.3411509871070631,0.2749279804362132,0.308520574500233,0.234967166797309,0.3169980579862397,0.3173001009225881,0.2337710025877767,0.3509909516405939,0.2781741830118665,0.2562414766875783,0.3198641938861093,0.2733559829503207,0.3414662619307478,0.3314184740092517,0.1500178274653372,0.3556117065522854,0.3493489310651046
D4_10_5,0.3167515046475245,0.2165827091179156,0.3496722712687917,0.3647702690890051,0.3518714259922076,0.4153237758093465,0.4446688365523678,0.3623488685774101,0.3496100977378164,0.3661841073510455,0.3920010061173239,0.2392554461593488,0.5477193521905241,0.3434308878048165,0.3053808064053636,0.339958927048061,0.3415962657753864,0.2068582446461042,0.3036744582480475,0.2659244957019409,0.2578513999950218,0.3631142617226254,0.2109299176757246,0.341399839577466,0.2865012645760085,0.1267928218233427,0.4880593866498151,0.4441116774903227
D3_10_Ecoli1,0.1529322896801053,0.2146088522419294,0.1599472942514954,0.1477150333831642,0.232128772264051,0.1733772719215974,0.1636051912714987,0.1389298575973221,0.091994717230101,0.1868658053664071,0.1658224419354222,0.1739377134317322,0.1514665510916163,0.1698156992161018,0.1293923825260946,0.1409521667235642,0.1469262713320291,0.1420072933733159,0.1100773865084166,0.1425409974084758,0.2986710147074708,0.1747933496300642,0.1419061584429771,0.1951336821499599,0.1627239335596123,0.1173907460771705,0.1947701814127423,0.1913968765198525
D3_10_Ecoli2,0.1851768407489128,0.2157713686926967,0.1832158623813559,0.1598893220421028,0.2669931642307326,0.219110863585931,0.2391566998576899,0.3019961721700643,0.1666594159883451,0.2373694299405671,0.241650959219278,0.2392471847713079,0.1820285827342181,0.148172495756838,0.1808757720810926,0.1685035826719447,0.1785155218246747,0.1752143452693699,0.1846288056888941,0.1413206863078764,0.162616116084403,0.1967015627765632,0.3200360359662668,0.204720699369936,0.1624736248585699,0.4300956559875,0.2717549148274879,0.2578697752662988
D3_10_Yeast1,0.1546482690152746,0.2409337131744374,0.1368215935520349,0.1724433136950888,0.1536165128535777,0.1161813217545167,0.1050865378455695,0.1034963500667652,0.1002491591584398,0.1073614303636976,0.0909587438544505,0.0928177038261935,0.1587675955443012,0.1533258950859965,0.112825306203933,0.1285032966966955,0.1263807212605306,0.1255773844453642,0.1238170760517223,0.0854508247581578,0.1693588576976446,0.2151249567019387,0.1744271583587338,0.2145267688502131,0.1379416480785578,0.2420468643582978,0.127539271021896,0.1213114757727432
D3_10_Yeast2,0.4169611820960938,0.3459425211597734,0.4140264142795345,0.3783324930186841,0.3228509519750862,0.3512500937292784,0.3590351822902871,0.3711733543295663,0.320593229404749,0.3658422950765786,0.3261618077309317,0.3245560226375037,0.4401178879920521,0.3525006755004588,0.371725590624162,0.4043393254665194,0.4121985527823395,0.3986130276500149,0.3450437878760417,0.4694009109710835,0.2336297488281485,0.2978908885507635,0.2957095732815409,0.3144716026803326,0.3664092947636775,0.2490830202962456,0.453470380793922,0.4151277568613888
D3_10_Yeast3,0.2463083332578577,0.2279730796636349,0.2538326716869171,0.2619258144361711,0.2389925451038078,0.2876928890318085,0.3086150976514817,0.3181983768512413,0.2169284989661176,0.3138656561089689,0.3116937681636054,0.1786016743207153,0.2312274816536361,0.2960681283513456,0.2692856860917893,0.2229927624569151,0.2317972237077898,0.2314339686973335,0.3890631963536469,0.2381656433926763,0.3500924538835921,0.2483997307234669,0.2916881026894085,0.3184046146629734,0.1796338077916882,0.201273546322495,0.3207323377223858,0.3161829765051316
