D4_100_1,ARACNE,BC3NET,C3NET,CLR,CMI2NI,GENIE3_ET,GENIE3_RF,GRNBOOST2,GRNVBEM,INFERELATOR,KBOOST,LEAP,LOCPCACMI,MEOMI,MRNETB,MRNET,NARROMI,NONLINEARODES,PCACMI,PCIT,PIDC,PLSNET,PUC,RSNET,TIGRESS,BEST_GENECI,MEDIAN_GENECI
D3_50_Ecoli1,0.4892574431296266,0.5107189171664777,0.5082570108607554,0.5831475928027232,0.5690144269735776,0.5198911222780569,0.5566542389366185,0.5031339493164748,0.5587784351866862,0.5055451991138488,0.5459015507645755,0.5648639703895825,0.5804087642513643,0.4719059004700925,0.6046124439401308,0.5803243367374507,0.4950896957907819,0.4824998649159779,0.4200910466310044,0.5764744421029881,0.4704301075268817,0.4577119468309288,0.4627438266601826,0.5212926190090236,0.580017020586805,0.5510955314205436,0.5385259631490786
D3_50_Ecoli2,0.5390419001318392,0.5271532012195121,0.5209243160843771,0.6269904622610414,0.6370200230718523,0.6384620138431114,0.6330493984838497,0.6331832976268952,0.5685924110085695,0.5591164716545813,0.5279849208965062,0.5990930908042187,0.5971798780487803,0.485322593935399,0.6401048533289386,0.6237253831575478,0.5465763019116678,0.531126400791035,0.4166580833882662,0.5953155899802242,0.5756942155570205,0.4722056278839814,0.5883631344759392,0.5979317732366513,0.3791663233355307,0.6234756097560976,0.6367470748187212
D3_50_Yeast1,0.5369853492483077,0.5450687113139704,0.5362684092140476,0.5400665495482183,0.5000082092370335,0.5411583780736751,0.5596236885743838,0.5594047755868237,0.6402466054804866,0.5674936104771756,0.4627984741764767,0.5685608112915319,0.5225945567285644,0.4983088971710968,0.5466914038342608,0.5408956824886029,0.5202138779888463,0.5095911252674842,0.4331193458879931,0.5636133777726698,0.5648830731005193,0.5699728000612957,0.5608550741294104,0.4903459372485921,0.5516607286518791,0.5877430618265005,0.575051581372694
D3_50_Yeast2,0.5252374454148471,0.5132109716157205,0.5197775655021835,0.5292153384279477,0.5140393013100435,0.5725463973799124,0.5835917030567683,0.5760971615720525,0.5366375545851529,0.5545251091703056,0.4659497816593887,0.5331700327510915,0.5217753820960698,0.4887268013100437,0.5356659388646288,0.5383037663755459,0.5305376637554584,0.4917085152838431,0.4643313318777291,0.4989874454148472,0.5715611353711789,0.5245878820960699,0.5752456331877729,0.5394718886462884,0.5896915938864631,0.5767412663755459,0.5671042576419214
D3_50_Yeast3,0.5283445157785445,0.5266665143518623,0.5244287560196079,0.5491316786868432,0.5445431952091916,0.5755189492309369,0.5747396051492559,0.5910956765442816,0.5167355891155843,0.5372993569776682,0.5168117465177028,0.5736543621690646,0.5709723523244508,0.4909994643596052,0.5507005211704884,0.547374981277972,0.5150677420091845,0.5203276799155161,0.4796367799634954,0.5390344764559394,0.5347138131757385,0.5120011372838715,0.5346731958946084,0.5518238428517394,0.5849320041328083,0.5590384874124508,0.5561216589113046
sim_BioGrid_Chlorocebus_sabaeus_mixed_exp,0.871297003649945,0.868103301926831,0.779326882268059,0.915796621678975,0.889483065953654,0.887530769883711,0.867774382480265,0.805576776165011,0.524223325693914,0.902480689245395,0.655058993294287,0.709723283252695,0.893472540531364,0.51144851880146,0.890713861302097,0.905547067311773,0.552754435107376,0.651812240047534,0.889525507172566,0.5,0.791380188439012,0.714115949410067,0.781809693574399,0.889313301078007,0.900560224089636,0.899562855445208,0.88023088023088
sim_BioGrid_Cricetulus_griseus_mixed_exp,0.717517921146953,0.760715352449223,0.676809538032656,0.883817453205894,0.843040621266428,0.90712116686579,0.872896754281163,0.792631172839506,0.493204898446834,0.749184836718439,0.568374153723616,0.644203006770211,0.83638863998407,0.508686778176025,0.863774392672242,0.86582785742732,0.571591248506571,0.670630475906014,0.842356133014735,0.5,0.784124850657109,0.567677220230984,0.788269115890084,0.844384707287933,0.903431152927121,0.886486957387495,0.860140382317802
sim_BioGrid_Emericella_nidulans_FGSC_A4_mixed_exp,0.687851097296083,0.810650887573965,0.662824882031309,0.87270616433226,0.911654557711033,0.889015804059621,0.85840011984121,0.750898809077972,0.409379447232417,0.729336753801213,0.559209048011385,0.693805707437645,0.891609242753352,0.499812748108756,0.862931615609318,0.86111527226425,0.613455920904801,0.612828627069133,0.91142985544154,0.5,0.674837090854618,0.464365965096247,0.680829151374429,0.90922028312486,0.926541083064939,0.910980450902554,0.899707887049659
sim_BioGrid_Glycine_max_mixed_exp,0.740767045454545,0.75830078125,0.622159090909091,0.771750710227273,0.785688920454545,0.693004261363636,0.6826171875,0.676669034090909,0.615589488636364,0.808061079545455,0.628639914772727,0.667702414772727,0.807572798295455,0.594992897727273,0.775168678977273,0.768510298295455,0.587713068181818,0.46435546875,0.784090909090909,0.5,0.654518821022727,0.689453125,0.619895241477273,0.787508877840909,0.767001065340909,0.8349609375,0.752663352272727
sim_BioGrid_Human_Immunodeficiency_Virus_2_mixed_exp,0.686766692739814,0.769145985920501,0.701628386546256,0.745431273554718,0.82272630306478,0.847827632795278,0.83517030505582,0.841641186091161,0.417549598236507,0.875062220009955,0.733485031643319,0.741804735831615,0.752222143212686,0.468641114982578,0.737253786532034,0.739173718267795,0.569508639692811,0.831792647372538,0.823188508853019,0.5,0.860840503448766,0.902012372893408,0.819028656758871,0.820948588494631,0.83552584796985,0.851667496266799,0.846192135390742
