gnw1565_exp;gnw1565_exp;gnw1565_exp;gnw1565_exp;rogers1000_exp;rogers1000_exp;rogers1000_exp;sim_BioGrid_Bos_taurus_mixed_exp;sim_BioGrid_Bos_taurus_mixed_exp;sim_BioGrid_Bos_taurus_mixed_exp;sim_BioGrid_Danio_rerio_mixed_exp;sim_BioGrid_Danio_rerio_mixed_exp;sim_BioGrid_Danio_rerio_mixed_exp;sim_BioGrid_Gallus_gallus_mixed_exp;sim_BioGrid_Gallus_gallus_mixed_exp;sim_BioGrid_Gallus_gallus_mixed_exp;sim_BioGrid_Human_Herpesvirus_4_mixed_exp;sim_BioGrid_Human_Herpesvirus_4_mixed_exp;sim_BioGrid_Human_Herpesvirus_4_mixed_exp;sim_BioGrid_Human_Herpesvirus_8_mixed_exp;sim_BioGrid_Human_Herpesvirus_8_mixed_exp;sim_BioGrid_Human_Herpesvirus_8_mixed_exp;sim_BioGrid_Human_papillomavirus_16_mixed_exp;sim_BioGrid_Human_papillomavirus_16_mixed_exp;sim_BioGrid_Human_papillomavirus_16_mixed_exp;sim_BioGrid_Human_papillomavirus_6b_mixed_exp;sim_BioGrid_Human_papillomavirus_6b_mixed_exp;sim_BioGrid_Human_papillomavirus_6b_mixed_exp;sim_BioGrid_Macaca_mulatta_mixed_exp;sim_BioGrid_Macaca_mulatta_mixed_exp;sim_BioGrid_Macaca_mulatta_mixed_exp;sim_BioGrid_Middle-East_Respiratory_Syndrome-related_Coronavirus_mixed_exp;sim_BioGrid_Middle-East_Respiratory_Syndrome-related_Coronavirus_mixed_exp;sim_BioGrid_Middle-East_Respiratory_Syndrome-related_Coronavirus_mixed_exp;sim_BioGrid_Oryctolagus_cuniculus_mixed_exp;sim_BioGrid_Oryctolagus_cuniculus_mixed_exp;sim_BioGrid_Oryctolagus_cuniculus_mixed_exp;sim_BioGrid_Oryza_sativa_Japonica_mixed_exp;sim_BioGrid_Oryza_sativa_Japonica_mixed_exp;sim_BioGrid_Oryza_sativa_Japonica_mixed_exp;sim_BioGrid_Plasmodium_falciparum_3D7_mixed_exp;sim_BioGrid_Plasmodium_falciparum_3D7_mixed_exp;sim_BioGrid_Plasmodium_falciparum_3D7_mixed_exp;sim_BioGrid_Xenopus_laevis_mixed_exp;sim_BioGrid_Xenopus_laevis_mixed_exp;sim_BioGrid_Xenopus_laevis_mixed_exp;sim_GRNdb_Adult-Adipose_mixed_exp;sim_GRNdb_Adult-Adipose_mixed_exp;sim_GRNdb_Adult-Adipose_mixed_exp;sim_GRNdb_Adult-Ascending-Colon_mixed_exp;sim_GRNdb_Adult-Ascending-Colon_mixed_exp;sim_GRNdb_Adult-Ascending-Colon_mixed_exp;sim_GRNdb_Adult-Epityphlon_mixed_exp;sim_GRNdb_Adult-Epityphlon_mixed_exp;sim_GRNdb_Adult-Epityphlon_mixed_exp;sim_GRNdb_Adult-Liver_mixed_exp;sim_GRNdb_Adult-Liver_mixed_exp;sim_GRNdb_Adult-Liver_mixed_exp;sim_GRNdb_Adult-Lung_mixed_exp;sim_GRNdb_Adult-Lung_mixed_exp;sim_GRNdb_Adult-Lung_mixed_exp;sim_GRNdb_Adult-Muscle_mixed_exp;sim_GRNdb_Adult-Muscle_mixed_exp;sim_GRNdb_Adult-Muscle_mixed_exp;sim_GRNdb_Adult-Pancreas_mixed_exp;sim_GRNdb_Adult-Pancreas_mixed_exp;sim_GRNdb_Adult-Pancreas_mixed_exp;sim_GRNdb_Adult-Rectum_mixed_exp;sim_GRNdb_Adult-Rectum_mixed_exp;sim_GRNdb_Adult-Rectum_mixed_exp;sim_GRNdb_Fetal-Brain_mixed_exp;sim_GRNdb_Fetal-Brain_mixed_exp;sim_GRNdb_Fetal-Brain_mixed_exp;sim_GRNdb_Fetal-Calvaria_mixed_exp;sim_GRNdb_Fetal-Calvaria_mixed_exp;sim_GRNdb_Fetal-Calvaria_mixed_exp;sim_GRNdb_Fetal-Thymus_mixed_exp;sim_GRNdb_Fetal-Thymus_mixed_exp;sim_GRNdb_Fetal-Thymus_mixed_exp;sim_RegNetwork_human_mixed_exp;sim_RegNetwork_human_mixed_exp;sim_RegNetwork_human_mixed_exp;sim_RegNetwork_mouse_mixed_exp;sim_RegNetwork_mouse_mixed_exp;sim_RegNetwork_mouse_mixed_exp;sim_TFLink_Saccharomyces_cerevisiae_mixed_exp;sim_TFLink_Saccharomyces_cerevisiae_mixed_exp;sim_TFLink_Saccharomyces_cerevisiae_mixed_exp;syntren1000_exp;syntren1000_exp;syntren1000_exp;syntren300_exp;syntren300_exp;syntren300_exp
Technique;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean
ARACNE;0.367394186506896;0.698278003271693;0.5328360948;0.212547055712514;0.832948877245129;0.5227479664;0.312982455698759;0.853170290068195;0.5830763728;0.110381939334246;0.803036890969684;0.4567094151;0.196636352587291;0.74337100281971;0.4700036777;0.134351556512336;0.636774909041856;0.3855632327;0.274207235515729;0.759071814310656;0.5166395249;0.162479611110958;0.629223782051289;0.3958516965;0.114043754674868;0.649340201544655;0.3816919781;0.007058270161713;0.510711718839652;0.2588849945;0.442758384356632;0.881507199451302;0.6621327919;0.312918613125645;0.838789933506649;0.5758542733;0.281795980429495;0.779874672905041;0.5308353266;0.259256903953238;0.76510772641968;0.5121823151;0.146568089539309;0.664118616614217;0.405343353;0.359712483128962;0.854438557499547;0.6070755203;0.190830173999289;0.794639428523699;0.4927348012;0.414089274971557;0.837823160113519;0.6259562175;0.261899254530582;0.829410701055642;0.5456549777;0.181633496120694;0.740257640683945;0.4609455684;0.257396938270226;0.824808007336745;0.5411024728;0.423309408769058;0.855275162703055;0.6392922857;0.249020296422826;0.834034694748431;0.5415274955;0.243246436264785;0.782808059670567;0.5130272479;0.326057641256358;0.903816285685345;0.6149369634;0.226369090925492;0.817232745172394;0.521800918;0.0370591697564518;0.571028722858692;0.3040439463;0.0345410738684595;0.569911213989685;0.3022261439;0.223394607634678;0.814253076315195;0.5188238419;0.0115432625566357;0.608898615382694;0.3102209389;0.0065468963897671;0.614258787328429;0.3104028418
BC3NET;0.248779950296259;0.648337647933521;0.4485587991;0.512233191470725;0.988899170494087;0.7505661809;0.28116146200873;0.773071843446367;0.5271166527;0.187022225871433;0.795211650166621;0.491116938;0.135167903931593;0.66312802046768;0.3991479621;0.0632228609290941;0.561145083412916;0.3121839721;0.135990732435675;0.617508257045861;0.3767494947;0.0129960899478766;0.508839211678112;0.2609176508;0.0424953100045123;0.536012112920399;0.2892537114;0.0100600113979978;0.522067232486365;0.2660636219;0.467393803204828;0.886440753033372;0.6769172781;0.119519592020458;0.626358239176082;0.3729389155;0.0515819433211041;0.536555769918577;0.2940688566;0.0089035446995018;0.509961231254548;0.2594323879;0.0065516437110739;0.504851383356585;0.2557015135;0.376818434319707;0.847486068154298;0.6121522512;0.239779516511298;0.801745550531012;0.5207625335;0.397237306246036;0.826452948297796;0.6118451272;0.294437793662239;0.814219135017526;0.5543284643;0.215064808197614;0.746754506737541;0.4809096574;0.281095023153835;0.808636659807792;0.5448658414;0.399889985582953;0.834415133053764;0.6171525593;0.250727159559326;0.811957256281328;0.5313422079;0.284236164392024;0.822937600006649;0.5535868821;0.342353727382507;0.891381344188177;0.6168675357;0.242964118307145;0.830942807744316;0.536953463;0.0054452847456136;0.504394315518176;0.2549198001;0.0042983220382441;0.502349036575786;0.2533236793;0.274446490206054;0.84258290528336;0.5585146977;0.0073113845776686;0.512220855173865;0.2597661198;0.0056084737898598;0.532068527192907;0.2688385004
C3NET;0.275237443444729;0.655312246817042;0.4652748451;0.13888946017753;0.649528242587554;0.3942088513;0.287247075454918;0.806809457899636;0.5470282666;0.0949750139398382;0.753574057847104;0.4242745358;0.177243232600042;0.70439967669912;0.4408214546;0.126411507191871;0.628025784519998;0.3772186458;0.271195500010032;0.748667374608873;0.5099314373;0.159192919137618;0.616566238778266;0.3878795789;0.115411467098869;0.646830889141732;0.3811211781;0.0067331431346595;0.50289735974295;0.2548152514;0.408912955753971;0.851902227217243;0.6304075914;0.26682524405553;0.783001824817518;0.5249135344;0.27119853595677;0.760759918687022;0.5159792273;0.154460248798746;0.653642949028778;0.4040515989;0.112203431962368;0.608763056327652;0.3604832441;0.294908459427482;0.784357957181999;0.5396332083;0.161979046161395;0.748287880482048;0.4551334633;0.351677316842135;0.778722480946628;0.5651998988;0.209849892356901;0.759028718478421;0.4844393054;0.137054669189528;0.68534633591073;0.4112005025;0.220455027407428;0.768397208364858;0.4944261178;0.3637596710451;0.797854434252498;0.5808070526;0.195519859165195;0.763197478748162;0.4793586689;0.212808739459527;0.735129649414927;0.4739691944;0.291825383147013;0.850615759215289;0.5712205711;0.194395912304827;0.769827558955243;0.4821117356;0.0311646099574532;0.554501162331775;0.2928328861;0.0286645314383451;0.552957991320409;0.2908112613;0.207007134137483;0.775296483404832;0.4911518087;0.037762395761962;0.543188145034648;0.2904752703;0.0064777477509446;0.536429199581675;0.2714534736
CLR;0.300400577340596;0.852782140705595;0.576591359;0.216146772521838;0.929569761181488;0.5728582668;0.368037777253966;0.905308561145992;0.6366731691;0.265184517293926;0.874108680118948;0.5696465987;0.205194765447729;0.804236274886287;0.5047155201;0.1254321232456;0.626375002871457;0.375903563;0.288951818440502;0.794612952872224;0.5417823856;0.0413870741448566;0.652556969414381;0.3469720217;0.0924185135552769;0.764898331371169;0.4286584224;0.0070425791180028;0.512993594892825;0.260018087;0.388004293399794;0.930506647018578;0.6592554702;0.308509108431298;0.908189181081892;0.6083491447;0.272417147459622;0.932488934883925;0.6024530411;0.227430346897624;0.783951532100293;0.5056909394;0.13630299345948;0.761981764887538;0.4491423791;0.343161915928579;0.912046459963532;0.6276041879;0.281558285320472;0.878505152295022;0.5800317188;0.338945663567493;0.900909704629772;0.619927684;0.272037430325495;0.90402913869881;0.5880332845;0.195393153335037;0.912480140418316;0.5539366468;0.300243771605033;0.876490647988998;0.5883672097;0.337085220474206;0.913965029917063;0.6255251251;0.245474751006519;0.916890278101972;0.5811825145;0.241454588963869;0.877718506883442;0.5595865479;0.304820239462923;0.954551630705885;0.629685935;0.21291163283392;0.888869133261986;0.550890383;0.10647067973739;0.86024624556734;0.4833584626;0.101175466679001;0.860647818285096;0.4809116424;0.317828608561916;0.961529267328968;0.6396789379;0.046223199947833;0.795065221073103;0.4206442105;0.0130227471785296;0.728074085734468;0.3705484164
KBOOST;0.336914232126686;0.707389513105602;0.5221518726;0.0077005162370305;0.565900053779479;0.286800285;0.0817961268605563;0.684985608475489;0.3833908676;0.0210643521650911;0.670253984336714;0.3456591682;0.0242494685562447;0.485289156811452;0.2547693126;0.0052040647636991;0.401960220985306;0.2035821428;0.0083165943471212;0.513538078598158;0.2609273364;0.0037438066248523;0.371128643718768;0.1874362251;0.0041704058035325;0.446551623250911;0.2253610145;0.0056487407002058;0.470642919049834;0.2381458298;0.0023146512737727;0.601837542676023;0.3020760969;0.036116069266599;0.684095465453454;0.3601057673;0.0267293597909911;0.624517112951318;0.3256232363;0.044432623458593;0.62704450907038;0.3357385662;0.0207604416533324;0.544497977900335;0.2826292097;0.0030585202808125;0.614574544753542;0.3088165325;0.0017809970216147;0.556620054166698;0.2792005255;0.0019066434858697;0.632011078591049;0.316958861;0.0019671517674554;0.626909813833117;0.3144384828;0.0029215423445825;0.628918419768025;0.315919981;0.0025311987331726;0.597673341561596;0.3001022701;0.0028442833236365;0.67637201506374;0.3396081491;0.0013935219398549;0.68532509888834;0.3433593104;0.0086957515319764;0.570051378496886;0.289373565;0.001471263219819;0.724699515126011;0.3630853891;0.002042083494323;0.612735914868362;0.3073889991;0.0155903406015691;0.651691119114673;0.3336407298;0.0133802230908428;0.665791428076623;0.3395858255;0.022248465619649;0.620877737638293;0.3215631016;0.0273178889044555;0.759630158871237;0.3934740238;0.004603072376629;0.448113844528179;0.2263584584
LEAP;0.0705787516884891;0.691155044405192;0.380866898;0.0082255259813251;0.745123215027438;0.3766743705;0.144021771472004;0.674978585773127;0.4095001786;0.0140082192095054;0.662162759118732;0.3380854891;0.105285779046024;0.649835310657926;0.3775605448;0.023103245088899;0.525460356538315;0.2742818008;0.0951218310188723;0.625806380209498;0.3604641056;0.0514932303588477;0.58997961378882;0.320736422;0.0650664779380205;0.710955050690949;0.3880107643;0.0066653780225195;0.501595992051748;0.254130685;0.0070190206792225;0.517218292415849;0.2621186565;0.130340198927283;0.646496412858714;0.3884183058;0.111160670131833;0.585098178669576;0.3481294244;0.0794910232387574;0.590368844124306;0.3349299336;0.0279193904508839;0.527243326007796;0.2775813582;0.0244362424011475;0.558486104449423;0.2914611734;0.0088371946668753;0.539789968548315;0.2743135816;0.0107321089443444;0.557515246394264;0.2841236776;0.0081930130935417;0.569223606739177;0.2887083099;0.0147048494780741;0.600281026858157;0.3074929381;0.0203446111609319;0.557353792747759;0.2888492019;0.0371525675084058;0.5797630798133;0.3084578236;0.0108941334996516;0.568422672868756;0.2896584031;0.0546490640443678;0.581419282929841;0.3180341734;0.0103520302957449;0.535624956921015;0.2729884936;0.0046632447213854;0.520349740399694;0.2625064925;0.034221801050793;0.6359697306638;0.3350957658;0.0310633138045383;0.637956441104251;0.3345098774;0.151514997310366;0.749943765522691;0.4507293814;0.0161765779647909;0.779203707833677;0.3976901428;0.0077990621754231;0.735733546750067;0.3717663044
MRNETB;0.134501531405521;0.85197560339891;0.4932385674;0.216109081428174;0.930443843444084;0.5732764624;0.267909775442128;0.901593575125145;0.5847516752;0.0204134287142323;0.845711778184856;0.4330626034;0.114587988490447;0.802883453976279;0.4587357212;0.102765875423529;0.629450715324209;0.3661082953;0.141385732932902;0.789080761270376;0.4652332471;0.0519458675005684;0.652442623643767;0.3521942455;0.0605061120959463;0.774099917867346;0.4173030149;0.0070774079126821;0.510976899638222;0.2590271537;0.216889533350479;0.931547711410775;0.5742186223;0.246828575191658;0.912999450054994;0.5799140126;0.327774352215009;0.936388983423539;0.6320816678;0.193973824589178;0.788265139055636;0.4911194818;0.14877081492507;0.764632219445326;0.4567015171;0.152131911963663;0.913750677720496;0.5329412948;0.0390701188785939;0.877838146435426;0.4584541326;0.059879470457943;0.900443104877765;0.4801612876;0.0288748525631067;0.899031600686221;0.4639532266;0.0360153166566267;0.907610340750194;0.4718128287;0.0855663222526092;0.875345321463663;0.4804558218;0.130724759365497;0.918689669692243;0.5247072145;0.0482602550595186;0.920285014547928;0.4842726348;0.202945610592782;0.885555326064999;0.5442504683;0.110223990432998;0.954486110943159;0.5323550506;0.142121568520959;0.889109113847109;0.5156153411;0.0749056361540025;0.846520951898973;0.460713294;0.0701255517638966;0.851883605388749;0.4610045785;0.211823780177551;0.961138024949199;0.5864809025;0.0397495832250213;0.765595308209196;0.4026724457;0.0101201783645488;0.717090309282509;0.3636052438
MRNET;0.31293708584879;0.855065853534519;0.5840014696;0.21543237259058;0.929872658196324;0.5726525153;0.320997181996834;0.901902791979284;0.6114499869;0.0572303551244564;0.85830868385189;0.4577695194;0.175057840719115;0.804496297552625;0.4897770691;0.133996160967539;0.630566146073623;0.3822811535;0.235378748150213;0.790036521352756;0.5127076347;0.13614174356764;0.653868962985025;0.3950053532;0.136753949987065;0.782976887102327;0.4598654185;0.007085292141799;0.51146702170066;0.2592761569;0.36769555706703;0.932826160932107;0.6502608589;0.312797240756516;0.912425257474253;0.6126112491;0.340440067333641;0.936047119009646;0.6382435931;0.246387629983242;0.7876450913358;0.5170163606;0.156287228021119;0.764275140900474;0.4602811844;0.23784207461928;0.91437576070729;0.5761089176;0.0812642613869286;0.879659388134487;0.4804618247;0.14925144331676;0.902521916432976;0.5258866798;0.0733606534710835;0.903931083507571;0.4886458684;0.0794462609687443;0.913161248761716;0.4963037548;0.180755531772327;0.876743695630193;0.5287496137;0.265970372772356;0.920095363873916;0.5930328683;0.125415393217687;0.922763150573405;0.5240892718;0.243022579962929;0.884297000067336;0.56365979;0.20455353066256;0.955808105671482;0.5801808181;0.182810059660476;0.889936527378785;0.5363732935;0.0828710200563957;0.832914383244753;0.4578927016;0.0809247788009942;0.840551314626349;0.4607380467;0.268612765016238;0.961686187627004;0.6151494763;0.0723085002433816;0.786937901612912;0.4296232009;0.011842025344331;0.74541151659345;0.3786267709
NARROMI;0.0836726364294274;0.581526078958167;0.3325993576;0.178668327988997;0.592435057770388;0.3855516928;0.0945582565440338;0.552720433413797;0.3236393449;0.0898613632940484;0.548460799260267;0.3191610812;0.0948780346510819;0.551159444002025;0.3230187393;0.0135486115554246;0.505095507948345;0.2593220597;0.0936190446575107;0.545789078076508;0.3197040613;0.0723578403004135;0.535239088932714;0.3037984646;0.184170999272448;0.594110332593707;0.3891406659;0.0096059531409871;0.501754119078824;0.2556800361;0.0158697989210469;0.507052153112485;0.261460976;0.127436568035927;0.561507849215079;0.3444722086;0.044615257273008;0.521305309613398;0.2829602834;0.0180276968219489;0.508063839221041;0.263045768;0.0215447027549604;0.510078000205063;0.2658113514;0.0474077433903839;0.523352099541345;0.2853799214;0.0327529369226433;0.51788489143383;0.2753189141;0.048952111426615;0.523963901631255;0.2864580065;0.0453666508979612;0.52369215207498;0.2845294014;0.0765627507015803;0.538462742897885;0.3075127467;0.0463611248374547;0.524856548024261;0.2856088364;0.0561168459701094;0.527435500358884;0.2917761731;0.0413846146329397;0.522232398633738;0.2818085066;0.0435306311586468;0.519201512635533;0.2813660718;0.0394609707040637;0.519478031016789;0.2794695008;0.0069999110871099;0.502717575583637;0.2548587433;0.0702788869482283;0.556215501252172;0.3132471941;0.0525413501701526;0.546966190634171;0.2997537704;0.182864705016729;0.58948252991646;0.3861736174;0.0177078658297479;0.528241464500057;0.2729746651;0.0071531467057056;0.555455024046412;0.2813040853
