D4_100_1;D4_100_1;D4_100_1;D4_100_1;D4_100_2;D4_100_2;D4_100_2;D4_100_3;D4_100_3;D4_100_3;D4_100_4;D4_100_4;D4_100_4;D4_100_5;D4_100_5;D4_100_5;D3_100_Ecoli1;D3_100_Ecoli1;D3_100_Ecoli1;D3_100_Ecoli2;D3_100_Ecoli2;D3_100_Ecoli2;D3_100_Yeast1;D3_100_Yeast1;D3_100_Yeast1;D3_100_Yeast2;D3_100_Yeast2;D3_100_Yeast2;D3_100_Yeast3;D3_100_Yeast3;D3_100_Yeast3;D3_50_Ecoli1;D3_50_Ecoli1;D3_50_Ecoli1;D3_50_Ecoli2;D3_50_Ecoli2;D3_50_Ecoli2;D3_50_Yeast1;D3_50_Yeast1;D3_50_Yeast1;D3_50_Yeast2;D3_50_Yeast2;D3_50_Yeast2;D3_50_Yeast3;D3_50_Yeast3;D3_50_Yeast3;sim_BioGrid_Chlorocebus_sabaeus_mixed_exp;sim_BioGrid_Chlorocebus_sabaeus_mixed_exp;sim_BioGrid_Chlorocebus_sabaeus_mixed_exp;sim_BioGrid_Cricetulus_griseus_mixed_exp;sim_BioGrid_Cricetulus_griseus_mixed_exp;sim_BioGrid_Cricetulus_griseus_mixed_exp;sim_BioGrid_Emericella_nidulans_FGSC_A4_mixed_exp;sim_BioGrid_Emericella_nidulans_FGSC_A4_mixed_exp;sim_BioGrid_Emericella_nidulans_FGSC_A4_mixed_exp;sim_BioGrid_Glycine_max_mixed_exp;sim_BioGrid_Glycine_max_mixed_exp;sim_BioGrid_Glycine_max_mixed_exp;sim_BioGrid_Human_Immunodeficiency_Virus_2_mixed_exp;sim_BioGrid_Human_Immunodeficiency_Virus_2_mixed_exp;sim_BioGrid_Human_Immunodeficiency_Virus_2_mixed_exp;sim_BioGrid_Neurospora_crassa_OR74A_mixed_exp;sim_BioGrid_Neurospora_crassa_OR74A_mixed_exp;sim_BioGrid_Neurospora_crassa_OR74A_mixed_exp;sim_eipo-modular_size-100_knockdown_exp;sim_eipo-modular_size-100_knockdown_exp;sim_eipo-modular_size-100_knockdown_exp;sim_eipo-modular_size-100_knockout_exp;sim_eipo-modular_size-100_knockout_exp;sim_eipo-modular_size-100_knockout_exp;sim_eipo-modular_size-100_overexpression_exp;sim_eipo-modular_size-100_overexpression_exp;sim_eipo-modular_size-100_overexpression_exp;sim_eipo-modular_size-50_knockdown_exp;sim_eipo-modular_size-50_knockdown_exp;sim_eipo-modular_size-50_knockdown_exp;sim_eipo-modular_size-50_knockout_exp;sim_eipo-modular_size-50_knockout_exp;sim_eipo-modular_size-50_knockout_exp;sim_eipo-modular_size-50_overexpression_exp;sim_eipo-modular_size-50_overexpression_exp;sim_eipo-modular_size-50_overexpression_exp;sim_scale-free_size-100_knockdown_exp;sim_scale-free_size-100_knockdown_exp;sim_scale-free_size-100_knockdown_exp;sim_scale-free_size-100_knockout_exp;sim_scale-free_size-100_knockout_exp;sim_scale-free_size-100_knockout_exp;sim_scale-free_size-100_overexpression_exp;sim_scale-free_size-100_overexpression_exp;sim_scale-free_size-100_overexpression_exp;sim_scale-free_size-50_knockdown_exp;sim_scale-free_size-50_knockdown_exp;sim_scale-free_size-50_knockdown_exp;sim_scale-free_size-50_knockout_exp;sim_scale-free_size-50_knockout_exp;sim_scale-free_size-50_knockout_exp;sim_scale-free_size-50_overexpression_exp;sim_scale-free_size-50_overexpression_exp;sim_scale-free_size-50_overexpression_exp;sim_TFLink_Caenorhabditis_elegans_mixed_exp;sim_TFLink_Caenorhabditis_elegans_mixed_exp;sim_TFLink_Caenorhabditis_elegans_mixed_exp
Technique;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean
ARACNE;0.0317350587823725;0.5567740665083578;0.2942545626;0.0452589624653725;0.5412109530235749;0.2932349577;0.0672984422558656;0.5589516374060424;0.3131250398;0.0418537951632998;0.5524878214851552;0.2971708083;0.059419776456097;0.5825818235972011;0.3210008;0.0237518655459815;0.5511635805626598;0.287457723;0.0186589274456999;0.5323333095634737;0.2754961185;0.0332287376281657;0.5529973809352882;0.2931130592;0.0529739576730932;0.521588046204922;0.2872810019;0.0640318227650178;0.5125637242179109;0.2882977734;0.0240767472753839;0.4892574431296266;0.2566670952;0.0424450602774929;0.5390419001318392;0.2907434802;0.0504588763002604;0.5369853492483077;0.2937221127;0.0761321011784054;0.5252374454148471;0.3006847732;0.0886803191920921;0.5283445157785445;0.3085124174;0.327811455389172;0.871297003649945;0.5995542295;0.125615942182214;0.717517921146953;0.4215669316;0.102519088490733;0.687851097296083;0.3951850928;0.0936123246249707;0.740767045454545;0.417189685;0.0238255118622683;0.686766692739814;0.3552961023;0.196168865129924;0.722016129032258;0.459092497;0.108943159553419;0.596416048047152;0.3526796038;0.129751687792747;0.588101988286642;0.358926838;0.126679329781344;0.608571804939009;0.3676255673;0.162274739265673;0.574962806947161;0.3686187731;0.20862455723005;0.58566103338181;0.3971427953;0.149599789172784;0.580608628788259;0.3651042089;0.0514574546562379;0.540528885468552;0.29599317;0.0488196330538208;0.535441198565447;0.2921304158;0.0487462666467651;0.536067984158897;0.2924071254;0.181867793660087;0.537412927870571;0.3596403607;0.181688064136705;0.541516419315835;0.3616022417;0.170468478883932;0.527459152337439;0.3489638156;0.0277968076493119;0.604989070335605;0.3163929389
BC3NET;0.0330399597779726;0.562449165139673;0.2977445624;0.0315458185825942;0.5312394537220477;0.2813926361;0.0614476334273978;0.590419160094585;0.3259333967;0.0599919292638893;0.5536786476480143;0.3068352884;0.0565557133466516;0.5919308804980755;0.3242432969;0.0179694593793126;0.5482332480818415;0.2831013537;0.0174811248332943;0.5285831130325557;0.2730321189;0.0195700800591815;0.5262887382692883;0.2729294091;0.0441043152970793;0.5167385673576721;0.2804214413;0.0565678045807118;0.5052613913500268;0.2809145979;0.0279430434599731;0.5107189171664777;0.2693309803;0.0372264584699791;0.5271532012195121;0.2821898298;0.0427796409751729;0.5450687113139704;0.2939241761;0.0711304282295709;0.5132109716157205;0.2921706999;0.0861212491210424;0.5266665143518623;0.3063938817;0.409176775966025;0.868103301926831;0.6386400389;0.13922648356298;0.760715352449223;0.449970918;0.218626990703329;0.810650887573965;0.5146389391;0.114880369246522;0.75830078125;0.4365905752;0.0799645705775635;0.769145985920501;0.4245552782;0.151189071542502;0.684435483870968;0.4178122777;0.166298270483257;0.631408657253702;0.3988534638;0.154615882897018;0.650252849069273;0.4024343659;0.173010008356541;0.641312203901966;0.4071611061;0.207866398914521;0.625913110342176;0.4168897546;0.214468352246981;0.623330491616937;0.4188994219;0.244423638642963;0.658112264513649;0.4512679515;0.0644157419326136;0.554373220141093;0.309394481;0.0662675006409938;0.564373116919312;0.3153203087;0.0644428243128703;0.57130159225332;0.3178722082;0.205299113465701;0.557194752667002;0.381246933;0.183013639689884;0.560939790491884;0.371976715;0.210442902265969;0.561993751136887;0.3862183267;0.0289333832187034;0.618152886717243;0.3235431349
C3NET;0.0290328988807687;0.5345241740211659;0.2817785364;0.037972034777281;0.5179690890803916;0.2779705619;0.0664215638485695;0.5521927634446955;0.3093071636;0.0383246135861841;0.5399925845452334;0.289158599;0.0574774833801403;0.5621662909785203;0.3098218871;0.0233482258635746;0.5412562659846547;0.2823022459;0.0170193105907868;0.5189116439950892;0.2679654772;0.0262938543613641;0.5232101613769646;0.2747520078;0.0507037882358779;0.5165397716998772;0.2836217799;0.0638113326768151;0.5107714578400517;0.2872913952;0.0264576130223971;0.5082570108607554;0.2673573119;0.0391261607824842;0.5209243160843771;0.2800252384;0.0507823582862617;0.5362684092140476;0.2935253837;0.0764395341455055;0.5197775655021835;0.2981085498;0.086821284271795;0.5244287560196079;0.3056250201;0.269933947058358;0.779326882268059;0.5246304146;0.120312719832708;0.676809538032656;0.3985611289;0.0997678526184523;0.662824882031309;0.3812963673;0.0590347466201645;0.622159090909091;0.3405969187;0.0278710309982405;0.701628386546256;0.3647497087;0.145279318121042;0.684354838709677;0.4148170784;0.0873025561233666;0.56806757563323;0.3276850658;0.119888949880954;0.570904404633118;0.3453966772;0.108685906275371;0.582832259297945;0.3457590827;0.170235189672746;0.572881667586046;0.3715584286;0.206662839867663;0.575142503719305;0.3909026717;0.123201893583934;0.551556257626665;0.3373790756;0.0467722402434601;0.526510220676699;0.2866412304;0.0455844962025553;0.525827236557944;0.2857058663;0.0436873020495723;0.520829008531854;0.2822581552;0.176885086403779;0.526884021528617;0.3518845539;0.182220679885331;0.536302791658196;0.3592617357;0.172911956441992;0.529310271033737;0.3511111137;0.0280779961024339;0.603695190947666;0.3158865935
CLR;0.0480217666769516;0.6962818681986462;0.3721518174;0.0578372112326704;0.6290989260117874;0.3434680686;0.1036195645443683;0.7078571711647446;0.4057383678;0.0621021254260758;0.6653680653146996;0.3637350953;0.076374737337253;0.6768316865506491;0.3766032119;0.0310886075224825;0.6589552941176471;0.3450219508;0.0267616924520419;0.5909167061160424;0.3088391992;0.0472283043722676;0.5552825644059706;0.3012554343;0.0556828230753985;0.521017741870528;0.2883502824;0.069260527746832;0.5284004092948205;0.2988304685;0.0333862989781623;0.5831475928027232;0.3082669458;0.0605527937506943;0.6269904622610414;0.343771628;0.0504245210623854;0.5400665495482183;0.2952455353;0.0813896848836087;0.5292153384279477;0.3053025116;0.1013540624409403;0.5491316786868432;0.3252428705;0.357674355022639;0.915796621678975;0.6367354883;0.237266777390728;0.883817453205894;0.5605421152;0.156196677976592;0.87270616433226;0.5144514211;0.0848272593528088;0.771750710227273;0.4282889847;0.0902397007953161;0.745431273554718;0.4178354871;0.212829311504995;0.674354838709677;0.4435920751;0.221603665969598;0.828411189241616;0.5250074276;0.225918782892004;0.827201150818816;0.5265599668;0.217937762026397;0.819235064535383;0.5185864132;0.229473861918832;0.681159420289855;0.4553166411;0.215048372424617;0.718097554452301;0.4665729634;0.238527538354924;0.701770222155358;0.4701488802;0.0843309387026048;0.672653338823203;0.3784921387;0.0875161558468308;0.677449137467327;0.3824826466;0.0877275010594259;0.665775900925441;0.3767517009;0.238332312871277;0.607065281359342;0.4226987971;0.237905127106425;0.606808478765635;0.4223568029;0.234630446078443;0.589597354933285;0.4121139005;0.0291976166704456;0.604571171402855;0.316884394
CMI2NI;0.0545392639899785;0.7359549708313078;0.3952471174;0.0457081793961204;0.6118545261764082;0.3287813527;0.0967241186620852;0.6858854146025706;0.3913047666;0.058735181807607;0.653517767498101;0.3561264746;0.0661170851027538;0.6869744658387116;0.3765457754;0.0248427644162785;0.6654158567774935;0.3451293105;0.0202644909656205;0.597749538420828;0.3090070146;0.0235127803293576;0.505647203566681;0.2645799919;0.0426623662848121;0.4785080406153988;0.2605852034;0.0546655522731957;0.4979460520540547;0.2763058021;0.0352990768407275;0.5690144269735776;0.3021567519;0.0650294070674999;0.6370200230718523;0.351024715;0.0506745637647447;0.5000082092370335;0.2753413865;0.0677911567191034;0.5140393013100435;0.290915229;0.0831822841155832;0.5445431952091916;0.3138627396;0.391375402917838;0.889483065953654;0.6404292344;0.0817549168633551;0.843040621266428;0.462397769;0.262699712433318;0.911654557711033;0.587177135;0.116523295422869;0.785688920454545;0.4511061079;0.0264362740484559;0.82272630306478;0.4245812885;0.134006013553499;0.725161290322581;0.4295836519;0.217994727525359;0.826033661916664;0.5220141947;0.193941054498978;0.823548303614728;0.508744679;0.201324218833888;0.823488267989704;0.5124062434;0.195754691845135;0.663026762282065;0.429390727;0.257510803973908;0.722381024020862;0.4899459139;0.258729288017577;0.728106246761279;0.4934177673;0.0652555082666646;0.687309684840964;0.3762825965;0.0591448026336256;0.667734247496012;0.363439525;0.0637571042876388;0.661116010959859;0.3624365576;0.190677425755482;0.572592208181303;0.3816348169;0.156258062312777;0.591087344982184;0.3736727036;0.183141748874496;0.590105610066662;0.3866236794;0.0404407254890608;0.747034524881059;0.3937376251
GENIE3_ET;0.0764296695892904;0.7664179069593509;0.4214237882;0.0526955910733019;0.6729652003517125;0.3628303957;0.1135592451166832;0.7276883446280664;0.4206237948;0.0688109583129462;0.7096013019112406;0.3892061301;0.0843005501538643;0.7568209683626632;0.4205607592;0.0353738706016148;0.6632667007672635;0.3493202856;0.0367763824455703;0.5820726000245716;0.3094244912;0.0501598724160831;0.6350848225447507;0.3426223474;0.0529956188702505;0.535504688253001;0.2942501535;0.0653271835839148;0.520433195588142;0.2928801895;0.027770182071578;0.5198911222780569;0.2738306521;0.0740919859766428;0.6384620138431114;0.3562769999;0.0501242536627612;0.5411583780736751;0.2956413158;0.0880349909840796;0.5725463973799124;0.3302906941;0.0961763902003571;0.5755189492309369;0.3358476697;0.235961623936573;0.887530769883711;0.5617461969;0.157364097212051;0.90712116686579;0.532242632;0.165561674203223;0.889015804059621;0.5272887391;0.0436462869537789;0.693004261363636;0.3683252741;0.105747433018306;0.847827632795278;0.4767875329;0.0349324463530179;0.53991935483871;0.2874259005;0.243862201135517;0.848579662028575;0.5462209315;0.209413159335298;0.866265107994181;0.5378391336;0.226225408766623;0.851985955160965;0.5391056819;0.241348743358293;0.734366380823429;0.487857562;0.2586219347895;0.771977333132742;0.5152996339;0.254075727976647;0.788626448021664;0.5213510879;0.0725060948083589;0.669582490833332;0.3710442928;0.0775001503177917;0.685665591248628;0.3815828707;0.0667096511999647;0.667550168652921;0.3671299099;0.219711411737726;0.590999069090598;0.4053552404;0.194238963849408;0.644606610526766;0.4194227871;0.221274626399341;0.615411365654793;0.418342996;0.0222110251751734;0.701829111482577;0.3620200683
GENIE3_RF;0.0640890553635599;0.757261789013126;0.4106754221;0.0625037063528194;0.6924067631004798;0.3774552347;0.1162653787304644;0.7438322831213093;0.4300488309;0.068063827505222;0.7134508816613748;0.3907573545;0.0839416891682859;0.773696776697122;0.4288192329;0.0426281364837221;0.6743701278772378;0.3584991321;0.0455606086813925;0.5984652116648723;0.3220129101;0.056248545857067;0.6470315203695406;0.3516400331;0.0590880812953333;0.5549001710642716;0.3069941261;0.0708147344928189;0.5226508886399335;0.2967328115;0.0340748925680468;0.5566542389366185;0.2953645657;0.0778153743555947;0.6330493984838497;0.3554323864;0.0828454277847996;0.5596236885743838;0.3212345581;0.0883459911988158;0.5835917030567683;0.3359688471;0.1006277824635558;0.5747396051492559;0.3376836938;0.177884917051892;0.867774382480265;0.5228296497;0.201306296367538;0.872896754281163;0.5371015253;0.161667051129285;0.85840011984121;0.5100335854;0.045593387700662;0.6826171875;0.3641052876;0.0824450555509444;0.83517030505582;0.4588076803;0.116809896362506;0.682096774193548;0.3994533352;0.242232120817399;0.849164863655016;0.5456984922;0.229910636786505;0.865055069571381;0.5474828531;0.214647542856857;0.86168258290745;0.5381650628;0.228098574173029;0.72750447152433;0.4778015228;0.290642039888161;0.77710078063621;0.5338714102;0.230146700804634;0.770957658425689;0.5005521796;0.0791301685689901;0.668238313860736;0.3736842412;0.0831137868630396;0.68199433656494;0.3825540617;0.0697631045722819;0.655852847028761;0.3628079758;0.245553869516038;0.597306782798506;0.4214303261;0.232104960814148;0.624431556758723;0.4282682587;0.228665955527437;0.607113431845662;0.4178896936;0.0236308622045336;0.70469011186833;0.364160487
GRNBOOST2;0.060539475774003;0.7700365309823866;0.4152880033;0.0668271024830577;0.6990394486452701;0.3829332755;0.0937707077404304;0.7095005218034582;0.4016356147;0.0667799728311552;0.7013993002275996;0.3840896365;0.0745919252990836;0.7671641799011557;0.4208780526;0.041713663069319;0.634298925831202;0.3380062944;0.0504680920427035;0.5655631437729983;0.3080156179;0.058680244455442;0.6459664423050742;0.3523233433;0.0558457909293413;0.5486760155133591;0.3022609032;0.0720672537145515;0.5279557641674459;0.3000115089;0.0266555725650348;0.5031339493164748;0.2648947609;0.0785548935371951;0.6331832976268952;0.3558690955;0.0751264122960435;0.5594047755868237;0.3172655939;0.091949233857414;0.5760971615720525;0.3340231977;0.1099737876493457;0.5910956765442816;0.350534732;0.0758598448386317;0.805576776165011;0.4407183105;0.134179966317891;0.792631172839506;0.4634055695;0.0799507516702281;0.750898809077972;0.4154247803;0.0401634835347974;0.676669034090909;0.3584162588;0.0201323958010295;0.841641186091161;0.4308867909;0.0251271153420572;0.644193548387097;0.3346603318;0.218698171158909;0.842515481031074;0.530606826;0.228583726254305;0.836602846271496;0.5325932862;0.2118175163866;0.853312567612937;0.5325650419;0.18840447209645;0.695877839626899;0.4421411558;0.216848361694574;0.73186734199221;0.4743578518;0.176039547776108;0.706726509870785;0.4413830288;0.0709648825235498;0.673474525437861;0.3722197039;0.0714168376387559;0.67921652374273;0.3753166806;0.0663642406748346;0.653650208909416;0.3600072247;0.197399473646325;0.600276062788234;0.3988377682;0.201212246289253;0.598820848090566;0.4000165471;0.177794331172107;0.58602351883754;0.381908925;0.0208367280816482;0.680411791179118;0.3506242596
GRNVBEM;0.1894582304930199;0.7525125275793726;0.470985379;0.076997872493052;0.6234666153995321;0.3502322439;0.1569746660854388;0.6685676164810631;0.4127711412;0.1460385593037318;0.6924699383040032;0.4192542488;0.1111597060648326;0.6933306502278416;0.4022451781;0.0501720436525649;0.6132722250639386;0.3317221343;0.0290999281515503;0.5939168633407764;0.3115083957;0.0504303115679332;0.5984191543243033;0.3244247329;0.0661116754769823;0.5519402645401251;0.30902597;0.0644677957949073;0.5271996442062477;0.29583372;0.0465055298820321;0.5587784351866862;0.3026419825;0.0646070789519929;0.5685924110085695;0.3165997449;0.095156727340786;0.6402466054804866;0.3677016664;0.0789720284663924;0.5366375545851529;0.3078047915;0.0869087798570134;0.5167355891155843;0.3018221844;0.0197622726714032;0.524223325693914;0.2719927991;0.0097905913309291;0.493204898446834;0.2514977448;0.0096724012605534;0.409379447232417;0.2095259242;0.0353996869331311;0.615589488636364;0.3254945877;0.0026942527553534;0.417549598236507;0.2101219254;0.0195472190194396;0.450967741935484;0.2352574804;0.0358955022204477;0.498327162681389;0.2671113324;0.037632669624397;0.509869740179804;0.2737512049;0.036488531730968;0.497314134367889;0.266901333;0.0982608813320558;0.517234174147067;0.3077475277;0.0831841545310198;0.478331912475135;0.2807580335;0.0935580519861416;0.528417163967036;0.3109876079;0.0353401881590128;0.50140840385866;0.268374296;0.0338301649427281;0.490406682348731;0.2621184236;0.0311821379950466;0.468265610287312;0.2497238741;0.14408955913159;0.526191189531014;0.3351403743;0.125845511012732;0.490500979059889;0.308173245;0.181157062811248;0.53691002279123;0.3590335428;0.009142347341001;0.513372765848013;0.2612575565
