gnw2000_exp,ARACNE,BC3NET,C3NET,CLR,KBOOST,LEAP,MRNETB,MRNET,NARROMI,PCIT,RSNET,BEST_GENECI,MEDIAN_GENECI
gnw2000_exp,0.383541662516096,0.209029869847871,0.318312903117521,0.178186960338801,0.395908577247842,0.0504944329557668,0.0732858161336646,0.271465969230271,0.0196217421448585,0.0025967016491754,0.056390457407635,0.348638241842823,0.158997201044357
sim_RegulonDB_Escherichia_coli_mixed_exp,0.0153699672791159,0.0393438953168599,0.0131324117660472,0.095969410514704,0.006422757242,0.0140380827429341,0.0197813492736425,0.0264211919404776,0.0340644933779215,0.0008239551851696,0.0299750991446395,0.035253106409015,0.0206606146499877
