Weights,,,,,,,,,,,,,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_LOCPCACMI.csv,GRN_BC3NET.csv,GRN_PLSNET.csv,GRN_GRNVBEM.csv,GRN_CMI2NI.csv,GRN_CLR.csv,GRN_INFERELATOR.csv,GRN_GRNBOOST2.csv,GRN_PCACMI.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_MEOMI.csv,GRN_NONLINEARODES.csv,GRN_GENIE3_ET.csv,GRN_NARROMI.csv,GRN_GENIE3_RF.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_TIGRESS.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.4477038190419496,0.0066861572797144,0.0026577713315422,0.0020155351277341,0.4382869853813421,0.0124198669233091,0.0080015186048555,0.0015305865660039,0.004711678624243,0.0060658974454246,0.0131734780232515,0.0046865027865522,0.0045220504319459,0.0015185419250326,0.0022293610583491,0.0040331546967128,0.0018523512783428,0.0082553229658136,0.0006704392309183,0.0007096532452409,0.0034647033267477,0.0034987044047609,0.0003338357493038,0.0199709885607923,0.0010372276851701,0.6802949607372284,229.3806438128641,-829.0,0.587279269931709,0.910980450902554,0.263578088960864,1.0,0.9969106908818551,0.9984553454409275
0.4537462765067059,0.0064895342014518,0.0025835570633535,0.0020370441487114,0.4457794707962514,0.0119777225352221,0.0076987654463442,0.0008522902174659,0.0046362103700132,0.0049503971307282,0.0099000068316083,0.0043840870419314,0.0045550879007661,0.0014923397661299,0.0024681037598117,0.0039026769923648,0.0017717102392826,0.0083166989506171,0.0005957111656446,0.0007041554823689,0.003326981900076,0.0035459950279624,0.0003098466208842,0.0135245574774312,0.0004891529664405,0.6812433004379272,217.32441225180844,-829.0,0.5872176062193655,0.91096172571343,0.263473486725301,0.9994882711461073,0.996817075454035,0.9981526733000712
0.4393711010991357,0.0034876739990066,0.0012320214733284,0.0021345183063163,0.4298368245595739,0.0469659641702556,0.0033921358156339,0.0007488825494942,0.0058026095253335,0.0029848352370918,0.0072873210910004,0.0027169615251547,0.0042534836089584,0.0023229544573475,0.0023480602830154,0.0031395107919547,0.0021232846326544,0.006002979134364,0.000122407202095,0.0001272996153537,0.0017351288914591,0.0079280878985705,0.001438605310037,0.0223911818257981,0.0001467715678104,0.6792590320110321,238.174809113714,-824.0,0.583319146235368,0.91159838214366,0.255039910327076,0.9582300288030686,1.0,0.9791150144015344
0.4065139009534348,0.0038881083311621,0.0022949645580627,0.0032909548215444,0.4721553698900784,0.0448987809647299,0.0013507901608323,2.13034753318536e-05,0.0058171677973705,0.0083470745902757,0.0113486386449326,0.0014536942285162,0.0044515932244758,0.0015327494598037,0.001787882176696,0.0036620004043956,0.0019685920038251,0.0074254538204151,0.0002584730123179,0.0004372950700655,0.0025463910351492,0.008429710532354,0.0002550438149239,0.0053412474527722,0.0005597396760585,0.6814449429512024,208.21127800094607,-824.0,0.5830261701821066,0.910924275335181,0.255128065029032,0.9586612940083906,0.9966298445983891,0.9776455693033899
0.3989822728435464,0.0039139096094411,0.0024991555722558,0.0035884419053302,0.4895610795740166,0.0356657581739157,0.0015194717810393,8.61613485895617e-05,0.0059808385317844,0.0083397213948028,0.0114095076867207,0.0014523699682971,0.0044168960977705,0.0014492581064611,0.0018545513267328,0.003755195621689,0.001982754935527,0.008028812016297,0.0002742811447211,0.0004465338545668,0.0028729986385646,0.0086060447952311,0.0002374460232509,0.0024930687653021,0.0006201672200438,0.682039201259613,201.8091276312328,-826.0,0.5829928184592206,0.911055351659052,0.254930285259389,0.9576937275477132,0.9972851525931473,0.9774894400704303
0.4291579869093859,0.0040920552438741,0.0014721192534878,0.0020654752915972,0.4465763080931746,0.039632602560432,0.0028915866888075,0.0001786640348811,0.0050191037399663,0.0042566159935234,0.009934506588931,0.002999192429722,0.0047751784628941,0.001816646696793,0.0020930550446005,0.0037103322038892,0.0019491052289517,0.0072495056485528,0.000168026010374,0.0002223488896568,0.001856734210327,0.0054616307500634,0.000505083664666,0.0218470693050639,0.0001072369218332,0.6794004738330841,235.85855402354144,-826.0,0.5828923410050355,0.91142985544154,0.254354826568531,0.9548785026650852,0.999157461149596,0.9770179819073406
0.4344978605114316,0.003827728634886,0.0024121265151523,0.0027825995334736,0.4539541539031172,0.0403855072394783,0.0027720696977983,0.0005357484906677,0.0053022897338745,0.0070066173526202,0.0105323170283815,0.0019545982523308,0.0046501614625925,0.0016300403230298,0.0022434289691714,0.0038766571447767,0.0019884041963848,0.0078864681147293,0.0003278014953428,0.0004920661172367,0.0027013347015735,0.0072234676810365,0.000379702594158,0.0002776601539863,0.0003977160959166,0.6821974217891693,194.8635054053293,-828.0,0.582657011125283,0.910437420417946,0.25487660183262,0.9574311006707094,0.9941958434750018,0.9758134720728555
0.4394104632020072,0.0142506598358134,0.0018520634480927,0.001684936907243,0.4277534511374886,0.0301008608870539,0.0013441984778991,4.558835980330092e-05,0.0036324054185159,0.0048147798914356,0.006931442599478,0.0029207682081155,0.0042239636712253,0.001974787669972,0.0019162431432281,0.0030909015586593,0.0016582966245425,0.0068996431570021,0.0010819523503116,0.0003894433691897,0.0034227880198985,0.0035235264282866,0.0005035923557905,0.0359541784850105,0.0006577098855381,0.6777437031269073,256.4460245796997,-829.0,0.5825871178661806,0.911392405063291,0.25378183066907,0.9520753261044859,0.9989702302939503,0.9755227781992181
0.445892692231784,0.0129490343141857,0.0019321283116332,0.0017198297766952,0.4245007993190299,0.0296723078226862,0.0019251198958243,9.26135498249932e-05,0.0037642991303707,0.0048485203661354,0.0072641768596665,0.0029692348043757,0.0042613879053847,0.0019217744382837,0.0019656015198269,0.0031657150013809,0.0016861268016551,0.0070707787126031,0.000623679941992,0.0003530073849423,0.0034625010634584,0.0036073681552238,0.0004981289381146,0.033333267101551,0.0005588233996234,0.6781730055809021,251.67806407126136,-829.0,0.582495843098923,0.911317504306793,0.253674181891053,0.95154869313626,0.9985957685826585,0.9750722308594593
0.4622175581472709,0.003997579336449,0.0024535965157046,0.0022457074643818,0.411297184114374,0.0345732312322489,0.0040359950385241,0.001043742657397,0.0049272036759241,0.0058830963546927,0.0099957334822867,0.0023189762485335,0.0046704776733383,0.0017308100144491,0.0026931853064105,0.0039958313750317,0.0021310229125225,0.0077829351839313,0.0006011360030256,0.0006622562934291,0.0032550446092948,0.005774998384557,0.0007276702795326,0.0205814694532631,0.0004412182541407,0.6797720193862915,232.96538949105909,-828.0,0.5824689364675225,0.911186427982923,0.253751444952122,0.9519266749019104,0.9979404605879054,0.9749335677449079
