Weights,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_BC3NET.csv,GRN_CLR.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_NARROMI.csv,GRN_RSNET.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_LEAP.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0066919117495021,0.012291946988181,0.1113062057095254,0.0017710580832392,0.0290548856795259,0.1323771684072745,0.0269521137619808,0.3974676456582188,0.0350750955305658,0.0072522353113601,0.2398383826341188,0.7450273931026459,110.2522764002786,-750281.0,0.6118352082474869,0.875032174652151,0.348638241842823,0.8964579447013994,1.0,0.9482289723506997
0.0055418950437088,0.0130954437491967,0.0947397269387305,0.0015009064383465,0.0231330789972705,0.1191048770293023,0.047749375657861,0.3991288758794662,0.0269852496688002,0.0163317370759404,0.2527973024156417,0.7472572326660156,110.67489826598695,-767723.0,0.600932823734597,0.871032779542843,0.330832867926351,0.8390313271721517,0.9009457585691684,0.86998854287066
0.0073293093496931,0.0135739257355282,0.1178509255240116,0.0025110866441641,0.0115347394144118,0.1215732904580917,0.0241532376013533,0.451138480315189,0.026458369311358,0.0157912404086686,0.2081318851340239,0.7436025440692902,117.92028274293602,-766796.0,0.599500991919576,0.870201830042585,0.328800153796567,0.8324753347271172,0.880365378245199,0.8564203564861581
0.0090485300613495,0.0167579330068249,0.1123440896254468,0.0027900962712934,0.0126737349840956,0.1158925191173113,0.0268369306681704,0.451138480315189,0.0293981881237311,0.017350543329965,0.2058154443931163,0.7430473268032074,138.29459120526127,-767295.0,0.598029125465591,0.869919321056978,0.326138929874204,0.8238922468871115,0.8733683918255359,0.8486303193563237
0.0081436770552146,0.0150821397061424,0.1165392827401022,0.0027900962712934,0.0114063614856861,0.1202202189532525,0.0268369306681704,0.451138480315189,0.026458369311358,0.0156154889969685,0.2058154443931163,0.743547648191452,126.77220476409629,-771346.0,0.599569700032109,0.86944781519025,0.329691584873968,0.8353504145640103,0.8616904618680217,0.848520438216016
0.0027704362539708,0.0207414830916419,0.0761816629075703,0.0014738504538348,0.0238868717960625,0.1175713435875757,0.0168721244658144,0.419526624691087,0.0332640221000758,0.0372868063233817,0.2505665491143287,0.7403517067432404,182.53069917455667,-743636.0,0.582928252671412,0.87351260008548,0.292343905257344,0.714895156336346,0.9623642321187867,0.8386296942275664
0.0095897599183314,0.0138339777566408,0.1279722651199528,0.0028729753093222,0.0106065513123923,0.1182587412370942,0.0317042112391968,0.4451929158363751,0.0251064467435096,0.0151411116081945,0.1997486819673457,0.7445498406887054,121.6465387072175,-773552.0,0.5994058910720019,0.868097669073304,0.3307141130707,0.8386483141724131,0.8282509802015018,0.8334496471869575
0.0045895874435043,0.0169798576728367,0.0821552761312286,0.0012684299275903,0.0065553109514328,0.1306266108792415,0.0305195858573499,0.4732613306694099,0.0209418893678405,0.0060138776078574,0.227180562619559,0.7452732026576996,154.51883297724743,-778797.0,0.6097045955581185,0.864709455761514,0.354699735354723,0.9160077205834928,0.7443340652100073,0.8301708928967501
0.0008804887666299,0.0250807454277157,0.0469108492064956,0.0007951131410143,0.0132720258207714,0.1281562176756975,0.0068531234978689,0.4613147107217776,0.0287977820674486,0.0471166371735091,0.2409867698319714,0.7389166355133057,204.0383460186955,-731909.0,0.5745795616534425,0.872744547024244,0.276414576282641,0.6635192354026345,0.9433416271297714,0.803430431266203
0.0008694075746367,0.0250707408077096,0.0509365871636977,0.001640073572884,0.0165811320720029,0.1235406013790628,0.0063746730726157,0.4674645780583789,0.0304180346369742,0.0531156515920708,0.2241464281307052,0.7382475137710571,220.8821509935821,-719732.0,0.571678780062636,0.87322238517148,0.270135174953792,0.6432666543495144,0.9551763906146341,0.7992215224820742
0.0034172416360903,0.0230309182242816,0.0724496630607642,0.0009909332670866,0.0190948523185709,0.1087236509668749,0.0083691506654198,0.4428896584682555,0.0392849673860115,0.0537037618603467,0.2282071711981761,0.7378330826759338,223.79791572307985,-728128.0,0.5709495045317869,0.873324494122773,0.268574514940801,0.6382331500782945,0.9577053542296792,0.7979692521539868
0.000872249228267,0.019948955357188,0.0635317748047473,0.0075189206337465,0.0042364337163783,0.1459492589713864,0.0148719183499589,0.4870055613733454,0.0207879800241911,0.0170010167945929,0.2184295456407297,0.7437551915645599,149.2017773055503,-775050.0,0.595092604858877,0.865480538176794,0.32470467154096,0.8192664184643147,0.7634316991368114,0.791349058800563
