Weights,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_BC3NET.csv,GRN_CLR.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_NARROMI.csv,GRN_RSNET.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_LEAP.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0094166463734754,0.0001288822846813,0.1084384666122399,0.0037420786742927,0.2353905335483814,0.1823299172912989,0.1785070005695139,0.0888270228350044,0.0157448728031106,0.0089159274791927,0.1685994314422075,0.7530533671379089,2.9299012091996097,-845794.0,0.5052006188267345,0.975148131244454,0.035253106409015,0.5935582496564503,1.0,0.7967791248282252
0.006536596482353,0.0003545137254885,0.1301951512831206,0.0032082593786827,0.0443768096706403,0.2061529645746809,0.1679008787727278,0.1320115682955716,0.0014894945911675,0.0115286082379995,0.2963386537328045,0.7539110332727432,0.5367090793479667,-959030.0,0.5052650249155541,0.974875912486249,0.0356541373448593,0.6068385546216108,0.97185244724289,0.7893455009322504
0.16285104515037,0.1205126432336415,0.0326736970147164,0.0833489034584153,4.8231088525633526e-05,0.0481454845587975,0.1546507029146477,0.1480847087743811,0.0332346214397046,0.1635892402155961,0.0529623003824687,0.7446755766868591,2384.747038038817,-987037.0,0.5087958171508746,0.97006503598618,0.0475265983155692,1.0,0.4744054638440052,0.7372027319220026
0.1375511970311031,0.1280870810499978,0.0315870231347453,0.0981830779572631,5.160368329205458e-06,0.0522237644637355,0.1558535883841022,0.1395659837179979,0.0343953388837697,0.1601606335121034,0.0624890525836858,0.7450528740882874,2378.2256086266348,-987000.0,0.5086917276094608,0.970070730424734,0.0473127247941876,0.9929174900636015,0.47499427157598717,0.7339558808197943
0.1454055445129535,0.1205126432336415,0.0318086741675517,0.0926098927315726,4.225877105582818e-05,0.0497736663914658,0.1505563884178524,0.1502289627357797,0.0343585483736553,0.1659579984707709,0.0588470004249653,0.7446270883083344,2301.328905864162,-986868.0,0.508228622356086,0.970002897351229,0.046454347360943,0.9644919670682238,0.4679802985942964,0.7162361328312601
0.0098347118527617,0.0003600880950057,0.102430987617654,0.0041844275757444,0.2226950402839238,0.1842036876071965,0.1696632878034881,0.0927151228172164,0.0187736251977408,0.0157140189019608,0.1794671142105455,0.7837587594985962,0.0442410258827792,-846588.0,0.503406596537113,0.974470271659708,0.0323429214145179,0.4971862723909344,0.9299089873549932,0.7135476298729637
0.1533081666758072,0.1243332283244885,0.033287080069082,0.1285429695052994,1.3798471279231547e-05,0.0500946650440625,0.1406232383421162,0.1145034117050494,0.0376877213066639,0.181412261580972,0.0362218568700074,0.744182825088501,2342.033142381043,-986382.0,0.5081066441201074,0.969879923710859,0.0463333645293559,0.9604855706648074,0.4552647640261594,0.7078751673454834
0.0076958713643725,0.0001424509036867,0.1454762586105726,0.0028431648632014,0.2679804141912471,0.1702882422848409,0.156001301960473,0.0636432561764795,0.0145572115018719,0.0133454195804244,0.158055612235601,0.7827348858118057,0.0248487281746629,-827210.0,0.5029738078593241,0.974511474947646,0.0314361407710023,0.46715785710910895,0.9341694274828114,0.7006636422959602
0.0061951709977687,7.310818551164683e-05,0.1450330218716969,0.0032865076551407,0.274242340138855,0.1512265515054118,0.1902354781473172,0.0500099259242517,0.0184736212817395,0.011206941642993,0.1500256269089457,0.7922287136316299,0.0049012125081945,-843879.0,0.502797090678425,0.974590016142099,0.0310041652147511,0.4528528082668469,0.9422906254085116,0.6975717168376793
0.1484378063975977,0.1152518603490277,0.0323208321156111,0.0615250727409813,0.0001169845636592,0.0585992447475749,0.1689336317836511,0.1525544687959472,0.0330512303122747,0.1779701275385258,0.0513455544959853,0.7453592717647552,2206.633013957969,-987144.0,0.5075907200506783,0.969975102796353,0.0452063373050035,0.9231635989522579,0.4651063280241135,0.6941349634881857
0.0105573858261742,0.0002363110786799,0.1245311927668181,0.0046760116748136,0.2565598611028937,0.1720879527421376,0.1441080490658339,0.0889080781395811,0.0236522058256953,0.0167648958653466,0.1579521627883304,0.7817151695489883,0.2186760250683622,-823681.0,0.5028233393461883,0.974332481389769,0.0313141973026075,0.46311964882130463,0.9156614060417163,0.6893905274315104
0.085084289222102,0.0801889951307816,0.1738597443266739,0.0643005354613119,6.841927178699209e-06,0.0902561729560786,0.0862907605474764,0.1022065016533695,0.1256815392984161,0.0928402151125597,0.0992360658064654,0.729955404996872,1676.493791735818,-984668.0,0.5064323209088499,0.970894786341459,0.0419698554762409,0.8159861673417068,0.5602020564611222,0.6880941119014146
0.0078652734212966,0.0002557451879374,0.1611628074030873,0.0018187700814578,0.2338300918870479,0.1713882020335192,0.1611007144510343,0.0754507524591765,0.0168873097031356,0.0151048995433245,0.1551713954475328,0.7846949100494385,0.1704907173333474,-846723.0,0.5026319804180928,0.974365434139118,0.0308985266970675,0.4493545451516782,0.9190687364435932,0.6842116407976357
0.0074903344524253,0.0001854621906829,0.1656835865800787,0.0015810973407608,0.2278674781129635,0.1707448847484295,0.1715425094070337,0.0773532924441139,0.0149481452557036,0.0153101569799226,0.1473311969561454,0.7849153429269791,0.4546230593991293,-848136.0,0.5025595480385138,0.974361641939471,0.0307574541375567,0.44468286911607535,0.9186766211450902,0.6816797451305827
0.007550334405156,0.0013819521807833,0.0772261137105421,0.0103043403541188,0.000187627031918,0.2904284762977506,0.2718294088904324,0.1040907831283356,0.0126012726986842,0.0245420866561703,0.1999481264322496,0.7511273920536041,7.187356161352167,-990345.0,0.5031229589544478,0.973781303549338,0.0324646143595577,0.5012161844944347,0.8586693477266077,0.6799427661105213
0.0058664092446687,8.123131723516316e-05,0.1611478020796632,0.0032865076551407,0.259689006171034,0.1512265515054118,0.1801401717675502,0.0555665843602797,0.0205262458685995,0.0124521573811033,0.1500256269089457,0.7558990865945816,0.2616725554698665,-845532.0,0.5023361458511852,0.974420038559347,0.0302522531430236,0.4279529296614623,0.9247148602056061,0.6763338949335342
0.0087773167346487,0.0004201557305086,0.1377865955089905,0.0024692657176107,0.257352260131487,0.1775262177392411,0.1066737726459351,0.0681725740826745,0.0290860481159168,0.0154774317813088,0.1962807699561869,0.7504591643810272,0.0020192804885653,-801961.0,0.5023540829245573,0.974077361733442,0.0306308041156726,0.4404888013668529,0.8892819087829856,0.6648853550749193
0.146024508400418,0.1105884820610186,0.0321197080457683,0.0863966841333914,0.0001184282788372,0.059305414576776,0.1497130684502231,0.1390243700631337,0.0319504846124185,0.1885171777986985,0.0563269905076944,0.7444996535778046,2111.7268702320966,-986809.0,0.5068459559575758,0.969808857191761,0.0438830547233904,0.8793425500800336,0.4479164511884838,0.6636295006342587
0.0064534649400203,0.0004738143768331,0.1597839683034156,0.003129256567503,0.2909631213149491,0.1666452573153009,0.1350352414210942,0.0525789564799658,0.0218524226245158,0.014738920396911,0.1483536119225532,0.7822370678186417,0.0196949359117624,-806916.0,0.5019171013038461,0.974084856774963,0.0297493458327293,0.41129894650713045,0.890056899742546,0.6506779231248382
0.0083329720414027,0.0005778137212015,0.1415816158534913,0.0033274723575251,0.2737549276638846,0.1891209708838479,0.0954929970655772,0.0611420748992664,0.0276259433766942,0.0163980725174504,0.1826628262464286,0.764054000377655,0.001530439947551,-786055.0,0.5020265845315146,0.973855954513699,0.0301972145493302,0.4261303039142414,0.8663882939578526,0.6462592989360469
0.1382687883034712,0.1066579333659525,0.0338478450171414,0.0792074748903104,0.0001190254220519,0.0681302317155466,0.1553695592957553,0.1387828739810254,0.0331575359761803,0.1942397501199119,0.052295587975698,0.7445583045482635,2008.325392165572,-986732.0,0.5061455895417092,0.969781976093549,0.0425092029898694,0.833846882870068,0.44513693248418307,0.6394919076771255
0.137139047264135,0.1048350900863048,0.0330564837211934,0.0836853607840618,9.398345446802284e-05,0.0674564638549441,0.1510700911206768,0.1374432622702519,0.0326652700356277,0.1960773361077307,0.0565560659424933,0.7445792853832245,1977.404829317848,-986805.0,0.5059232519677,0.969743096302589,0.0421034076328111,0.820408802129901,0.4411167430804577,0.6307627726051793
0.1528557135320536,0.1058930797083503,0.0350849059347841,0.0935322609628864,4.526332413863079e-05,0.0500302930653812,0.1407878980820747,0.131647325983315,0.0329915206625862,0.2097957020828166,0.0474069625391527,0.7443874776363373,2031.0821569567647,-986519.0,0.5059478357859232,0.969653913640095,0.0422417579317514,0.8249903293831046,0.43189521215392135,0.628442770768513
0.1534122085346475,0.1062785999372334,0.0315764153413057,0.0938727797083387,4.073699172476771e-05,0.0502124361297513,0.1413004583253131,0.1321266085519656,0.0331116314255564,0.2105594959710332,0.0475795549606697,0.7443723678588867,2036.4047717337585,-986700.0,0.5059569649461602,0.969642827624445,0.0422711022678753,0.8259620791856607,0.430748912712865,0.6283554959492628
0.0083100140718576,0.0010491562495157,0.1219343709832523,0.0042034883590316,0.2397883225976101,0.2001363016988818,0.1153894041676528,0.0936626615614508,0.0311878456660312,0.0205120715970663,0.1638378078411021,0.7500113546848297,0.6385491568790445,-812752.0,0.5016317151772941,0.973691361394501,0.0295720689600873,0.4054283496989338,0.8493692849202897,0.6273988173096118
0.1388172772505954,0.1044692921613951,0.0330465148944568,0.0849234812775769,8.6416120606468e-05,0.0655101462545926,0.149153903133568,0.1367784989637196,0.0327060204619017,0.1992780975713053,0.0553073455317755,0.7445645332336426,1972.7910172717625,-986727.0,0.5058248084546026,0.969717614038427,0.0419320028707783,0.8147326626882294,0.4384818645011854,0.6266072635947074
0.0067556358168776,0.0006243247610389,0.1505074176386876,0.0101787216587076,0.3151695038849248,0.2529883211181947,0.0654543952026972,0.0278840189294536,0.0111797246009563,0.0172478360252762,0.1420160164380323,0.7611542046070099,0.0008903287039574,-746257.0,0.5017269488526891,0.973329810881772,0.0301240868236062,0.4237086490935759,0.8119847850478057,0.6178467170706908
0.1339752702461378,0.1025619653147197,0.0332263378344599,0.0823156085279894,2.3031359766823283e-05,0.0709028997865013,0.1516103662561445,0.1368389187119124,0.0327106692320343,0.1993670354695669,0.0565440337204138,0.7446505427360535,1924.719116875339,-986909.0,0.5055308407176248,0.969714872986319,0.0413468084489306,0.7953537078709743,0.4381984383723962,0.6167760731216853
