Weights,,,,,,,,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_BC3NET.csv,GRN_PLSNET.csv,GRN_CLR.csv,GRN_INFERELATOR.csv,GRN_GRNBOOST2.csv,GRN_PCACMI.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_MEOMI.csv,GRN_GENIE3_ET.csv,GRN_NARROMI.csv,GRN_GENIE3_RF.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.6490794007584149,0.0018878003491992,0.001919633142887,0.0370212959815496,0.0017648985071842,0.0036304849312292,0.0017085826283501,0.0002776597472855,0.0018978131680661,0.0068714512447676,0.0019203898156408,0.0403272079680578,0.0002132246309509,0.1461356961777329,0.0012071473334167,0.0160734483511294,0.0592662479638134,0.0002931451747397,0.000357288500583,0.0281554261208228,0.6780975461006165,275.2604239019717,-2785.0,0.678276928280949,0.955517809648812,0.401036046913086,1.0,0.9951645139799299,0.9975822569899649
0.8057357828554949,0.0030149618384061,0.0026612783746848,0.0364720931603829,0.0031164087601067,0.0043615257260709,0.0024086534510484,0.0011227601565393,0.0027938102368684,0.002291965363369,0.0031500487838006,0.0455678808071106,0.0003901691870313,0.0045646988941013,0.0004856957618127,0.011064679988216,0.0407683986680215,0.0014699598500545,0.0002488690944577,0.0283163297951141,0.6628483235836029,244.0667269201761,-2575.0,0.6750164085419355,0.956116833639057,0.393915983444814,0.9727720066362985,1.0,0.9863860033181493
0.8268574805765485,0.0031523017655301,0.0029392511423801,0.0371644206927582,0.0035220815437522,0.0049617517882539,0.0034949569434747,0.0014134147163114,0.0028800795680597,0.0025629755738456,0.003467536989595,0.0368225249707784,0.0004935075269836,0.0021011852871177,0.0005669260475761,0.0162062968758503,0.0202557446208974,0.0021100365467794,0.0002670701040909,0.0287658407062284,0.6603943705558777,251.2996053628497,-2533.0,0.673773060595015,0.956063587062147,0.391482534127883,0.9634661988794496,0.9995701790204438,0.9815181889499467
0.7480280497088051,0.0023152104180523,0.0019693787404483,0.0302972224861693,0.0020091061446431,0.0022480676727025,0.0044993630598567,0.000299395508805,0.0022645348467998,0.0047791251273574,0.0021736869446641,0.0593758433443596,0.0002155546538211,0.0233838792350719,0.0002470643400603,0.0082204797065423,0.0590750062629231,0.0004515219203432,0.000190240911526,0.0479651202683668,0.6685062944889069,224.24178715776924,-2606.0,0.6724710091584325,0.953638205483865,0.391303812833,0.9627827467932835,0.9799918334013924,0.9713872900973379
0.7254218479917974,0.0023718720392559,0.002147734683281,0.0330141566188191,0.0031269374827715,0.0023472729814778,0.0057502156176456,0.0007800408081482,0.0018216982657252,0.0052069470688215,0.0023205975344848,0.0416824079513313,0.0002345465918549,0.0357483828302499,0.0006086870431715,0.0086271680409027,0.0617839925140634,0.0003613020954624,0.0004897305541083,0.0661622987067979,0.6742206811904907,249.9485826116128,-2724.0,0.6724566511119645,0.953097752728222,0.391815549495707,0.9647396903680479,0.9756291504588412,0.9701844204134445
0.8318723369528177,0.0029297995492606,0.0024310783304211,0.0215120527444213,0.0032737291864497,0.0038776613461377,0.003578362672034,0.0003445274473918,0.0027875918529875,0.0036858912148157,0.00290233963576,0.0434235650857847,0.0003975604387153,4.148828895031973e-05,0.0005896216482673,0.0130692109057929,0.0292655523340964,0.0016426941662362,0.000512713956036,0.0318685827236009,0.6611640155315399,255.68027983075848,-2616.0,0.6722460131236885,0.953230869170498,0.391261157076879,0.9626196259658131,0.9767037029077412,0.9696616644367771
0.8303444969715738,0.0029297995492606,0.0024310783304211,0.0215120527444213,0.0032737291864497,0.0038705395249457,0.003578362672034,0.0003828082748798,0.0027824720838893,0.003679121604006,0.0028970091176772,0.0434235650857847,0.0003968302681035,4.148828895031973e-05,0.0006551351647415,0.014521345450881,0.0292655523340964,0.0016396771482243,0.000512713956036,0.0318685827236009,0.6611494421958923,258.3292910473268,-2624.0,0.6720741784802585,0.952783597924448,0.391364759036069,0.9630158125264894,0.9730932066794181,0.9680545096029538
0.668133344462521,0.0021706049850648,0.0018888710441505,0.0506732160430502,0.0030286196669709,0.0022901748967904,0.0115618131141377,0.0003903906673715,0.0027613108878166,0.0054555225126995,0.0021046929750621,0.0607367269039698,0.0001912689609642,0.0353652734371732,0.0003634844895186,0.0066840576663808,0.0641490150836343,0.0001352111351005,0.0001546108359054,0.0817701219153499,0.6843599677085876,223.14206205810424,-2671.0,0.671367730121563,0.95381391918767,0.388921541055456,0.9536726482051816,0.9814102426339447,0.9675414454195632
0.7657797075731771,0.0026223983324203,0.0023156783709258,0.0384948816545743,0.0031543613294079,0.0025795939923388,0.0002284620134108,0.0007025119825267,0.002419764681815,0.0047739400934736,0.0025392931328121,0.0466447721248407,0.0002686851542384,0.0122277318824685,0.0001537529353818,0.0110057408765679,0.0698904423669358,0.0006033798746098,0.000261578330051,0.0333409518299517,0.6655928194522858,225.37512932786308,-2537.0,0.6718557290004765,0.952903402722498,0.390808055278455,0.9608869092821003,0.97406030388344,0.9674736065827702
0.8104047538845477,0.0027915327689562,0.0023355147998549,0.0345663268071481,0.0033967138911492,0.0034847236352076,0.0007591793057217,0.0004494362231399,0.0026840147109988,0.0016273929876738,0.0029108230243792,0.030658619206772,0.0003101243253048,0.0052674845444924,0.000730609708796,0.0063739079570961,0.0655730682634422,0.0007399888186227,0.0009308543124208,0.0240114479838512,0.6629239320755005,269.00912003290824,-2722.0,0.672107848518985,0.952056782149618,0.392158914888352,0.9660527616171909,0.9672261503084034,0.9666394559627971
