Weights,,,,,,,,,,,,,Fitness Values,,,Evaluation Values,,,,,
GRN_BC3NET.csv,GRN_CLR.csv,GRN_MRNET.csv,GRN_PCIT.csv,GRN_KBOOST.csv,GRN_NARROMI.csv,GRN_RSNET.csv,GRN_PIDC.csv,GRN_ARACNE.csv,GRN_MRNETB.csv,GRN_LEAP.csv,GRN_PUC.csv,GRN_C3NET.csv,quality,degreedistribution,motifs,Accuracy Mean,AUROC,AUPR,AUPR Scaled,AUROC Scaled,Mean Scaled
0.0581559122345944,0.1106806897233534,0.1179014825047091,7.69478008650254e-05,0.0155173356550065,0.0066331727915685,0.064227658368842,0.0729673974621887,0.1262333415480286,0.0971664256220107,0.0674772801123873,0.1476582548074371,0.1151791980324457,0.7201509475708008,3733.381081343981,-50703.0,0.4024758733282665,0.703814822951781,0.101136923704752,0.7508602242826183,1.0,0.8754301121413092
0.0639284352241388,0.2467812077094926,0.0445415063047546,0.1002533311158417,0.012104077920991,0.0687212886369068,0.0682497513170045,0.0004956938952563,0.0906288265533071,0.1044758994608409,0.0965331067584983,0.0100471510114705,0.093140687076917,0.7378661334514618,3535.21450685079,-50612.0,0.391945601000317,0.669163517003023,0.114727684997611,0.9013705694436742,0.7742102972252797,0.837790433334477
0.0953317686858278,0.093605223715948,0.0798188934954519,0.0678444454327682,0.0652728724101002,0.0688640828537027,0.1024282509523078,0.000441352326421,0.0879702994340448,0.0831986441632499,0.0732656011980299,0.0864288363200736,0.0954674975634662,0.7217219769954681,3668.850495483399,-50516.0,0.3947489145484388,0.691466171504359,0.0980316575925187,0.7164710782813022,0.919535548123202,0.8180033132022522
0.0713466736923902,0.1047069122299605,0.0662414039384032,0.075454548552829,0.0773253752654619,0.0768534770877164,0.0809616874503296,0.0006103609441108,0.09341202660391,0.0718826198212844,0.0761249740823748,0.1139258405046226,0.0911083004208493,0.7179166674613953,3684.7220389023378,-50509.0,0.3940878007199495,0.692872198760887,0.0953034026790119,0.6862571277989984,0.9286972944889549,0.8074772111439766
0.0872720723147704,0.065033488953915,0.0853298884387562,0.0826388688743281,0.0942661950281831,0.0844616980352051,0.0924443785006817,0.0025357218489947,0.0846136873268534,0.0823698727006018,0.0847914743196334,0.0623435294444846,0.0918288188280315,0.722590982913971,3649.194382493084,-50424.0,0.3938760663923382,0.693603122445099,0.0941490103395775,0.6734728557692304,0.9334600310407399,0.8034664434049852
0.0836649124771661,0.0686916457737626,0.0854672323212314,0.0852340556735775,0.0900146848225013,0.0821877242818371,0.0984354607738286,0.0003227919564195,0.087341780325664,0.084448412324261,0.0883235310209946,0.0516457120891097,0.0941473312718133,0.7235497832298279,3632.791660025497,-50452.0,0.3923374051494691,0.689595934644323,0.0950788756546152,0.6837706122012528,0.9073489879580438,0.7955598000796482
0.1693269022885949,0.2334318797126613,0.0386879505168012,0.079799161018676,0.0353877295497222,0.0599035592793523,0.0547336747525169,0.0003863178034009,0.0699979552163502,0.0856543661261477,0.0861337063396456,0.0132952944142926,0.0731682837976167,0.7315845191478729,3558.415136755103,-50599.0,0.3881337321712835,0.669730360322061,0.106537104020506,0.8106643063161344,0.7779038776263962,0.7942840919712653
0.097034991731636,0.0603739833913204,0.0793342091507801,0.0762846941414728,0.0807880976340804,0.0784063860511359,0.0867005064214295,0.0030589199622535,0.0796140728789325,0.0765683520555882,0.0796007361845013,0.1060573528419144,0.0961249054995235,0.71881964802742,3677.891459306479,-50434.0,0.3936592267982444,0.697502849446702,0.0898156041497868,0.6254827213467276,0.9588708539949049,0.7921767876708162
0.117957042886585,0.0004165401483862,0.1623452359729257,0.043245072795489,0.0004256836314457,0.1546723942678577,0.1934871408345888,3.1853676835697828e-06,0.0917116429250511,0.0467991081259806,0.0818563630286448,2.930038676988633e-05,0.1069769336337683,0.7498966455459595,1866.23627607084,-50692.0,0.381778222637748,0.63992273427876,0.123633710996736,1.0,0.5836758437771213,0.7918379218885607
0.079902271089937,0.0756773219605501,0.0857280598519581,0.0734013886687005,0.1119147053790749,0.092081203025654,0.0821400708001741,0.0004359471611575,0.0855808100557209,0.0719564339855417,0.0751869626651994,0.0807737940993162,0.0851689987105884,0.7208975553512573,3661.29171413086,-50440.0,0.3925164023006376,0.692585387011178,0.0924474175900972,0.6546286345715264,0.9268284142852806,0.7907285244284035
0.0883718985589972,0.06807498953361,0.0860659021380805,0.0865442158372709,0.0982576680699656,0.0861075729157063,0.0957948647494471,0.0002984358871474,0.0861422844470376,0.0857536708068219,0.0876366826486457,0.0390387729682649,0.0918347508728543,0.7241609692573547,3613.543526880615,-50473.0,0.3909642163402227,0.687165098303002,0.0947633343774435,0.6802761628826096,0.8915095325616871,0.7858928477221483
